,season,round,driver,driver_points,driver_wins,driver_standings_pos
0,1991,1,senna,0.0,0.0,0.0
1,1991,1,prost,0.0,0.0,0.0
2,1991,1,piquet,0.0,0.0,0.0
3,1991,1,modena,0.0,0.0,0.0
4,1991,1,satoru_nakajima,0.0,0.0,0.0
5,1991,1,suzuki,0.0,0.0,0.0
6,1991,1,larini,0.0,0.0,0.0
7,1991,1,tarquini,0.0,0.0,0.0
8,1991,1,martini,0.0,0.0,0.0
9,1991,1,gachot,0.0,0.0,0.0
10,1991,1,brundle,0.0,0.0,0.0
11,1991,1,alesi,0.0,0.0,0.0
12,1991,1,hakkinen,0.0,0.0,0.0
13,1991,1,patrese,0.0,0.0,0.0
14,1991,1,moreno,0.0,0.0,0.0
15,1991,1,alboreto,0.0,0.0,0.0
16,1991,1,capelli,0.0,0.0,0.0
17,1991,1,boutsen,0.0,0.0,0.0
18,1991,1,berger,0.0,0.0,0.0
19,1991,1,mansell,0.0,0.0,0.0
20,1991,1,gugelmin,0.0,0.0,0.0
21,1991,1,blundell,0.0,0.0,0.0
22,1991,1,pirro,0.0,0.0,0.0
23,1991,1,morbidelli,0.0,0.0,0.0
24,1991,1,lehto,0.0,0.0,0.0
25,1991,1,bernard,0.0,0.0,0.0
26,1991,1,caffi,0.0,0.0,0.0
27,1991,1,johansson,0.0,0.0,0.0
28,1991,1,comas,0.0,0.0,0.0
29,1991,1,bailey,0.0,0.0,0.0
30,1991,2,senna,10.0,1.0,1.0
31,1991,2,prost,6.0,0.0,2.0
32,1991,2,patrese,0.0,0.0,14.0
33,1991,2,piquet,4.0,0.0,3.0
34,1991,2,berger,0.0,0.0,19.0
35,1991,2,modena,3.0,0.0,4.0
36,1991,2,satoru_nakajima,2.0,0.0,5.0
37,1991,2,alesi,0.0,0.0,12.0
38,1991,2,suzuki,1.0,0.0,6.0
39,1991,2,moreno,0.0,0.0,15.0
40,1991,2,larini,0.0,0.0,7.0
41,1991,2,morbidelli,0.0,0.0,24.0
42,1991,2,tarquini,0.0,0.0,8.0
43,1991,2,hakkinen,0.0,0.0,13.0
44,1991,2,martini,0.0,0.0,9.0
45,1991,2,gachot,0.0,0.0,10.0
46,1991,2,boutsen,0.0,0.0,18.0
47,1991,2,brundle,0.0,0.0,11.0
48,1991,2,pirro,0.0,0.0,23.0
49,1991,2,mansell,0.0,0.0,20.0
50,1991,2,comas,0.0,0.0,29.0
51,1991,2,alboreto,0.0,0.0,16.0
52,1991,2,blundell,0.0,0.0,22.0
53,1991,2,capelli,0.0,0.0,17.0
54,1991,2,bernard,0.0,0.0,26.0
55,1991,2,lehto,0.0,0.0,25.0
56,1991,2,cesaris,0.0,0.0,0.0
57,1991,2,gugelmin,0.0,0.0,21.0
58,1991,2,caffi,0.0,0.0,27.0
59,1991,2,johansson,0.0,0.0,28.0
60,1991,3,senna,20.0,2.0,1.0
61,1991,3,berger,4.0,0.0,5.0
62,1991,3,prost,9.0,0.0,2.0
63,1991,3,patrese,6.0,0.0,3.0
64,1991,3,piquet,6.0,0.0,4.0
65,1991,3,lehto,0.0,0.0,26.0
66,1991,3,martini,0.0,0.0,15.0
67,1991,3,modena,3.0,0.0,6.0
68,1991,3,hakkinen,0.0,0.0,14.0
69,1991,3,satoru_nakajima,2.0,0.0,7.0
70,1991,3,alesi,1.0,0.0,8.0
71,1991,3,suzuki,1.0,0.0,9.0
72,1991,3,bailey,0.0,0.0,0.0
73,1991,3,boutsen,0.0,0.0,17.0
74,1991,3,moreno,0.0,0.0,10.0
75,1991,3,larini,0.0,0.0,11.0
76,1991,3,blundell,0.0,0.0,23.0
77,1991,3,morbidelli,0.0,0.0,12.0
78,1991,3,tarquini,0.0,0.0,13.0
79,1991,3,poele,0.0,0.0,0.0
80,1991,3,gachot,0.0,0.0,16.0
81,1991,3,comas,0.0,0.0,21.0
82,1991,3,brundle,0.0,0.0,18.0
83,1991,3,pirro,0.0,0.0,19.0
84,1991,3,gugelmin,0.0,0.0,28.0
85,1991,3,mansell,0.0,0.0,20.0
86,1991,3,cesaris,0.0,0.0,27.0
87,1991,3,alboreto,0.0,0.0,22.0
88,1991,3,capelli,0.0,0.0,24.0
89,1991,3,bernard,0.0,0.0,25.0
90,1991,4,senna,30.0,3.0,1.0
91,1991,4,prost,9.0,0.0,3.0
92,1991,4,berger,10.0,0.0,2.0
93,1991,4,patrese,6.0,0.0,4.0
94,1991,4,mansell,0.0,0.0,26.0
95,1991,4,piquet,6.0,0.0,5.0
96,1991,4,alesi,1.0,0.0,11.0
97,1991,4,lehto,4.0,0.0,6.0
98,1991,4,moreno,0.0,0.0,15.0
99,1991,4,martini,3.0,0.0,7.0
100,1991,4,modena,3.0,0.0,8.0
101,1991,4,hakkinen,2.0,0.0,9.0
102,1991,4,satoru_nakajima,2.0,0.0,10.0
103,1991,4,pirro,0.0,0.0,24.0
104,1991,4,suzuki,1.0,0.0,12.0
105,1991,4,bailey,1.0,0.0,13.0
106,1991,4,boutsen,0.0,0.0,14.0
107,1991,4,larini,0.0,0.0,16.0
108,1991,4,gachot,0.0,0.0,21.0
109,1991,4,morbidelli,0.0,0.0,18.0
110,1991,4,blundell,0.0,0.0,17.0
111,1991,4,tarquini,0.0,0.0,19.0
112,1991,4,bernard,0.0,0.0,30.0
113,1991,4,poele,0.0,0.0,20.0
114,1991,4,comas,0.0,0.0,22.0
115,1991,4,brundle,0.0,0.0,23.0
116,1991,4,gugelmin,0.0,0.0,25.0
117,1991,4,cesaris,0.0,0.0,27.0
118,1991,4,alboreto,0.0,0.0,28.0
119,1991,4,capelli,0.0,0.0,29.0
120,1991,5,senna,40.0,4.0,1.0
121,1991,5,piquet,6.0,0.0,6.0
122,1991,5,prost,11.0,0.0,2.0
123,1991,5,patrese,6.0,0.0,4.0
124,1991,5,berger,10.0,0.0,3.0
125,1991,5,modena,3.0,0.0,11.0
126,1991,5,mansell,6.0,0.0,5.0
127,1991,5,alesi,5.0,0.0,7.0
128,1991,5,lehto,4.0,0.0,8.0
129,1991,5,martini,3.0,0.0,10.0
130,1991,5,moreno,3.0,0.0,9.0
131,1991,5,cesaris,0.0,0.0,28.0
132,1991,5,gachot,0.0,0.0,19.0
133,1991,5,hakkinen,2.0,0.0,12.0
134,1991,5,satoru_nakajima,2.0,0.0,13.0
135,1991,5,pirro,1.0,0.0,14.0
136,1991,5,suzuki,1.0,0.0,15.0
137,1991,5,bailey,1.0,0.0,16.0
138,1991,5,boutsen,0.0,0.0,17.0
139,1991,5,larini,0.0,0.0,18.0
140,1991,5,comas,0.0,0.0,25.0
141,1991,5,morbidelli,0.0,0.0,20.0
142,1991,5,blundell,0.0,0.0,21.0
143,1991,5,tarquini,0.0,0.0,22.0
144,1991,5,bernard,0.0,0.0,23.0
145,1991,5,poele,0.0,0.0,24.0
146,1991,5,brundle,0.0,0.0,26.0
147,1991,5,gugelmin,0.0,0.0,27.0
148,1991,5,johansson,0.0,0.0,0.0
149,1991,5,capelli,0.0,0.0,30.0
150,1991,6,senna,40.0,4.0,1.0
151,1991,6,patrese,10.0,0.0,4.0
152,1991,6,piquet,16.0,1.0,2.0
153,1991,6,mansell,7.0,0.0,7.0
154,1991,6,prost,11.0,0.0,3.0
155,1991,6,berger,10.0,0.0,5.0
156,1991,6,modena,9.0,0.0,6.0
157,1991,6,cesaris,3.0,0.0,12.0
158,1991,6,alesi,5.0,0.0,8.0
159,1991,6,moreno,3.0,0.0,11.0
160,1991,6,lehto,4.0,0.0,9.0
161,1991,6,martini,3.0,0.0,10.0
162,1991,6,gachot,2.0,0.0,13.0
163,1991,6,hakkinen,2.0,0.0,14.0
164,1991,6,satoru_nakajima,2.0,0.0,15.0
165,1991,6,pirro,1.0,0.0,16.0
166,1991,6,bernard,0.0,0.0,25.0
167,1991,6,suzuki,1.0,0.0,17.0
168,1991,6,bailey,1.0,0.0,18.0
169,1991,6,boutsen,0.0,0.0,19.0
170,1991,6,morbidelli,0.0,0.0,22.0
171,1991,6,larini,0.0,0.0,20.0
172,1991,6,comas,0.0,0.0,21.0
173,1991,6,blundell,0.0,0.0,23.0
174,1991,6,tarquini,0.0,0.0,24.0
175,1991,6,poele,0.0,0.0,26.0
176,1991,6,herbert,0.0,0.0,0.0
177,1991,6,brundle,0.0,0.0,27.0
178,1991,6,gugelmin,0.0,0.0,28.0
179,1991,6,johansson,0.0,0.0,29.0
180,1991,7,senna,44.0,4.0,1.0
181,1991,7,mansell,13.0,0.0,4.0
182,1991,7,patrese,20.0,1.0,2.0
183,1991,7,prost,11.0,0.0,5.0
184,1991,7,piquet,16.0,1.0,3.0
185,1991,7,berger,10.0,0.0,6.0
186,1991,7,modena,9.0,0.0,7.0
187,1991,7,alesi,5.0,0.0,9.0
188,1991,7,cesaris,6.0,0.0,8.0
189,1991,7,moreno,5.0,0.0,10.0
190,1991,7,lehto,4.0,0.0,11.0
191,1991,7,martini,3.0,0.0,12.0
192,1991,7,gachot,2.0,0.0,13.0
193,1991,7,hakkinen,2.0,0.0,14.0
194,1991,7,satoru_nakajima,2.0,0.0,15.0
195,1991,7,pirro,1.0,0.0,16.0
196,1991,7,bernard,1.0,0.0,17.0
197,1991,7,suzuki,1.0,0.0,18.0
198,1991,7,bailey,1.0,0.0,19.0
199,1991,7,boutsen,0.0,0.0,20.0
200,1991,7,morbidelli,0.0,0.0,21.0
201,1991,7,gugelmin,0.0,0.0,29.0
202,1991,7,larini,0.0,0.0,22.0
203,1991,7,comas,0.0,0.0,23.0
204,1991,7,blundell,0.0,0.0,24.0
205,1991,7,tarquini,0.0,0.0,25.0
206,1991,7,poele,0.0,0.0,26.0
207,1991,7,herbert,0.0,0.0,27.0
208,1991,7,brundle,0.0,0.0,28.0
209,1991,7,johansson,0.0,0.0,30.0
210,1991,8,senna,48.0,4.0,1.0
211,1991,8,mansell,23.0,1.0,2.0
212,1991,8,patrese,22.0,1.0,3.0
213,1991,8,prost,17.0,0.0,4.0
214,1991,8,piquet,16.0,1.0,5.0
215,1991,8,berger,10.0,0.0,6.0
216,1991,8,modena,9.0,0.0,7.0
217,1991,8,alesi,8.0,0.0,8.0
218,1991,8,cesaris,7.0,0.0,9.0
219,1991,8,moreno,5.0,0.0,10.0
220,1991,8,lehto,4.0,0.0,11.0
221,1991,8,martini,3.0,0.0,12.0
222,1991,8,gachot,2.0,0.0,13.0
223,1991,8,satoru_nakajima,2.0,0.0,15.0
224,1991,8,hakkinen,2.0,0.0,14.0
225,1991,8,pirro,1.0,0.0,16.0
226,1991,8,bernard,1.0,0.0,17.0
227,1991,8,suzuki,1.0,0.0,18.0
228,1991,8,bailey,1.0,0.0,19.0
229,1991,8,boutsen,0.0,0.0,20.0
230,1991,8,morbidelli,0.0,0.0,21.0
231,1991,8,gugelmin,0.0,0.0,22.0
232,1991,8,larini,0.0,0.0,23.0
233,1991,8,comas,0.0,0.0,24.0
234,1991,8,blundell,0.0,0.0,25.0
235,1991,8,tarquini,0.0,0.0,26.0
236,1991,8,poele,0.0,0.0,27.0
237,1991,8,herbert,0.0,0.0,28.0
238,1991,8,brundle,0.0,0.0,29.0
239,1991,8,johansson,0.0,0.0,30.0
240,1991,9,senna,51.0,4.0,1.0
241,1991,9,mansell,33.0,2.0,2.0
242,1991,9,patrese,22.0,1.0,3.0
243,1991,9,prost,21.0,0.0,4.0
244,1991,9,berger,16.0,0.0,6.0
245,1991,9,piquet,18.0,1.0,5.0
246,1991,9,alesi,8.0,0.0,8.0
247,1991,9,modena,9.0,0.0,7.0
248,1991,9,cesaris,7.0,0.0,9.0
249,1991,9,moreno,5.0,0.0,10.0
250,1991,9,lehto,4.0,0.0,11.0
251,1991,9,gachot,3.0,0.0,13.0
252,1991,9,martini,3.0,0.0,12.0
253,1991,9,satoru_nakajima,2.0,0.0,14.0
254,1991,9,hakkinen,2.0,0.0,15.0
255,1991,9,pirro,1.0,0.0,16.0
256,1991,9,bernard,1.0,0.0,17.0
257,1991,9,suzuki,1.0,0.0,18.0
258,1991,9,bailey,1.0,0.0,19.0
259,1991,9,boutsen,0.0,0.0,20.0
260,1991,9,morbidelli,0.0,0.0,21.0
261,1991,9,gugelmin,0.0,0.0,22.0
262,1991,9,larini,0.0,0.0,23.0
263,1991,9,comas,0.0,0.0,24.0
264,1991,9,blundell,0.0,0.0,25.0
265,1991,9,tarquini,0.0,0.0,26.0
266,1991,9,poele,0.0,0.0,27.0
267,1991,9,herbert,0.0,0.0,28.0
268,1991,9,brundle,0.0,0.0,29.0
269,1991,9,johansson,0.0,0.0,30.0
270,1991,10,senna,51.0,4.0,1.0
271,1991,10,mansell,43.0,3.0,2.0
272,1991,10,patrese,28.0,1.0,3.0
273,1991,10,berger,19.0,0.0,5.0
274,1991,10,prost,21.0,0.0,4.0
275,1991,10,piquet,18.0,1.0,6.0
276,1991,10,alesi,12.0,0.0,7.0
277,1991,10,modena,9.0,0.0,8.0
278,1991,10,cesaris,9.0,0.0,9.0
279,1991,10,moreno,5.0,0.0,10.0
280,1991,10,lehto,4.0,0.0,11.0
281,1991,10,gachot,4.0,0.0,12.0
282,1991,10,martini,3.0,0.0,13.0
283,1991,10,satoru_nakajima,2.0,0.0,14.0
284,1991,10,hakkinen,2.0,0.0,15.0
285,1991,10,pirro,1.0,0.0,16.0
286,1991,10,bernard,1.0,0.0,17.0
287,1991,10,capelli,0.0,0.0,0.0
288,1991,10,suzuki,1.0,0.0,18.0
289,1991,10,bailey,1.0,0.0,19.0
290,1991,10,boutsen,0.0,0.0,20.0
291,1991,10,morbidelli,0.0,0.0,21.0
292,1991,10,gugelmin,0.0,0.0,22.0
293,1991,10,larini,0.0,0.0,23.0
294,1991,10,comas,0.0,0.0,24.0
295,1991,10,blundell,0.0,0.0,25.0
296,1991,10,tarquini,0.0,0.0,26.0
297,1991,10,poele,0.0,0.0,27.0
298,1991,10,herbert,0.0,0.0,28.0
299,1991,10,brundle,0.0,0.0,29.0
300,1991,11,senna,61.0,5.0,1.0
301,1991,11,mansell,49.0,3.0,2.0
302,1991,11,patrese,32.0,1.0,3.0
303,1991,11,berger,22.0,0.0,4.0
304,1991,11,piquet,18.0,1.0,6.0
305,1991,11,prost,21.0,0.0,5.0
306,1991,11,alesi,14.0,0.0,7.0
307,1991,11,modena,9.0,0.0,8.0
308,1991,11,cesaris,9.0,0.0,9.0
309,1991,11,moreno,5.0,0.0,10.0
310,1991,11,lehto,4.0,0.0,11.0
311,1991,11,gachot,4.0,0.0,12.0
312,1991,11,martini,3.0,0.0,13.0
313,1991,11,satoru_nakajima,2.0,0.0,14.0
314,1991,11,hakkinen,2.0,0.0,15.0
315,1991,11,pirro,1.0,0.0,16.0
316,1991,11,blundell,0.0,0.0,26.0
317,1991,11,bernard,1.0,0.0,17.0
318,1991,11,capelli,1.0,0.0,18.0
319,1991,11,suzuki,1.0,0.0,19.0
320,1991,11,bailey,1.0,0.0,20.0
321,1991,11,boutsen,0.0,0.0,21.0
322,1991,11,morbidelli,0.0,0.0,22.0
323,1991,11,herbert,0.0,0.0,29.0
324,1991,11,gugelmin,0.0,0.0,23.0
325,1991,11,larini,0.0,0.0,24.0
326,1991,11,comas,0.0,0.0,25.0
327,1991,11,tarquini,0.0,0.0,27.0
328,1991,11,brundle,0.0,0.0,30.0
329,1991,11,poele,0.0,0.0,28.0
330,1991,12,senna,71.0,6.0,1.0
331,1991,12,mansell,49.0,3.0,2.0
332,1991,12,patrese,34.0,1.0,3.0
333,1991,12,berger,28.0,0.0,4.0
334,1991,12,prost,21.0,0.0,6.0
335,1991,12,piquet,22.0,1.0,5.0
336,1991,12,alesi,14.0,0.0,7.0
337,1991,12,modena,9.0,0.0,8.0
338,1991,12,cesaris,9.0,0.0,9.0
339,1991,12,moreno,8.0,0.0,10.0
340,1991,12,lehto,4.0,0.0,11.0
341,1991,12,gachot,4.0,0.0,12.0
342,1991,12,martini,3.0,0.0,13.0
343,1991,12,satoru_nakajima,2.0,0.0,14.0
344,1991,12,hakkinen,2.0,0.0,15.0
345,1991,12,michael_schumacher,0.0,0.0,0.0
346,1991,12,pirro,1.0,0.0,16.0
347,1991,12,blundell,1.0,0.0,17.0
348,1991,12,capelli,1.0,0.0,19.0
349,1991,12,bernard,1.0,0.0,18.0
350,1991,12,suzuki,1.0,0.0,20.0
351,1991,12,bailey,1.0,0.0,21.0
352,1991,12,boutsen,0.0,0.0,22.0
353,1991,12,morbidelli,0.0,0.0,23.0
354,1991,12,herbert,0.0,0.0,24.0
355,1991,12,gugelmin,0.0,0.0,25.0
356,1991,12,larini,0.0,0.0,26.0
357,1991,12,comas,0.0,0.0,27.0
358,1991,12,tarquini,0.0,0.0,28.0
359,1991,12,brundle,0.0,0.0,29.0
360,1991,13,senna,77.0,6.0,1.0
361,1991,13,mansell,59.0,4.0,2.0
362,1991,13,patrese,34.0,1.0,3.0
363,1991,13,berger,31.0,0.0,4.0
364,1991,13,piquet,23.0,1.0,6.0
365,1991,13,prost,25.0,0.0,5.0
366,1991,13,alesi,14.0,0.0,7.0
367,1991,13,modena,9.0,0.0,8.0
368,1991,13,cesaris,9.0,0.0,9.0
369,1991,13,moreno,8.0,0.0,10.0
370,1991,13,martini,3.0,0.0,13.0
371,1991,13,lehto,4.0,0.0,11.0
372,1991,13,gachot,4.0,0.0,12.0
373,1991,13,michael_schumacher,2.0,0.0,16.0
374,1991,13,satoru_nakajima,2.0,0.0,14.0
375,1991,13,hakkinen,2.0,0.0,15.0
376,1991,13,pirro,1.0,0.0,17.0
377,1991,13,blundell,1.0,0.0,18.0
378,1991,13,capelli,1.0,0.0,19.0
379,1991,13,bernard,1.0,0.0,20.0
380,1991,13,suzuki,1.0,0.0,21.0
381,1991,13,bailey,1.0,0.0,22.0
382,1991,13,boutsen,0.0,0.0,23.0
383,1991,13,gugelmin,0.0,0.0,26.0
384,1991,13,morbidelli,0.0,0.0,24.0
385,1991,13,herbert,0.0,0.0,25.0
386,1991,13,larini,0.0,0.0,27.0
387,1991,13,comas,0.0,0.0,28.0
388,1991,13,tarquini,0.0,0.0,29.0
389,1991,13,brundle,0.0,0.0,30.0
390,1991,14,senna,83.0,6.0,1.0
391,1991,14,mansell,59.0,4.0,2.0
392,1991,14,patrese,44.0,2.0,3.0
393,1991,14,prost,25.0,0.0,6.0
394,1991,14,berger,31.0,0.0,4.0
395,1991,14,piquet,25.0,1.0,5.0
396,1991,14,alesi,18.0,0.0,7.0
397,1991,14,modena,9.0,0.0,8.0
398,1991,14,cesaris,9.0,0.0,9.0
399,1991,14,moreno,8.0,0.0,10.0
400,1991,14,martini,6.0,0.0,11.0
401,1991,14,lehto,4.0,0.0,12.0
402,1991,14,gachot,4.0,0.0,13.0
403,1991,14,michael_schumacher,3.0,0.0,14.0
404,1991,14,satoru_nakajima,2.0,0.0,15.0
405,1991,14,hakkinen,2.0,0.0,16.0
406,1991,14,pirro,1.0,0.0,17.0
407,1991,14,blundell,1.0,0.0,18.0
408,1991,14,capelli,1.0,0.0,19.0
409,1991,14,bernard,1.0,0.0,20.0
410,1991,14,suzuki,1.0,0.0,21.0
411,1991,14,bailey,1.0,0.0,22.0
412,1991,14,gugelmin,0.0,0.0,24.0
413,1991,14,boutsen,0.0,0.0,23.0
414,1991,14,morbidelli,0.0,0.0,25.0
415,1991,14,herbert,0.0,0.0,26.0
416,1991,14,larini,0.0,0.0,27.0
417,1991,14,comas,0.0,0.0,28.0
418,1991,14,tarquini,0.0,0.0,29.0
419,1991,14,brundle,0.0,0.0,30.0
420,1991,15,senna,85.0,6.0,1.0
421,1991,15,mansell,69.0,5.0,2.0
422,1991,15,patrese,48.0,2.0,3.0
423,1991,15,berger,31.0,0.0,5.0
424,1991,15,prost,31.0,0.0,4.0
425,1991,15,piquet,25.0,1.0,6.0
426,1991,15,alesi,21.0,0.0,7.0
427,1991,15,modena,9.0,0.0,8.0
428,1991,15,cesaris,9.0,0.0,9.0
429,1991,15,moreno,8.0,0.0,10.0
430,1991,15,martini,6.0,0.0,11.0
431,1991,15,lehto,4.0,0.0,12.0
432,1991,15,gachot,4.0,0.0,13.0
433,1991,15,michael_schumacher,4.0,0.0,14.0
434,1991,15,satoru_nakajima,2.0,0.0,15.0
435,1991,15,hakkinen,2.0,0.0,16.0
436,1991,15,brundle,0.0,0.0,30.0
437,1991,15,pirro,1.0,0.0,17.0
438,1991,15,blundell,1.0,0.0,18.0
439,1991,15,capelli,1.0,0.0,19.0
440,1991,15,bernard,1.0,0.0,20.0
441,1991,15,suzuki,1.0,0.0,21.0
442,1991,15,bailey,1.0,0.0,22.0
443,1991,15,gugelmin,0.0,0.0,23.0
444,1991,15,boutsen,0.0,0.0,24.0
445,1991,15,morbidelli,0.0,0.0,25.0
446,1991,15,herbert,0.0,0.0,26.0
447,1991,15,larini,0.0,0.0,27.0
448,1991,15,comas,0.0,0.0,28.0
449,1991,15,tarquini,0.0,0.0,29.0
450,1991,16,senna,91.0,6.0,1.0
451,1991,16,mansell,69.0,5.0,2.0
452,1991,16,patrese,52.0,2.0,3.0
453,1991,16,berger,41.0,1.0,4.0
454,1991,16,prost,34.0,0.0,5.0
455,1991,16,piquet,25.0,1.0,6.0
456,1991,16,alesi,21.0,0.0,7.0
457,1991,16,modena,10.0,0.0,8.0
458,1991,16,cesaris,9.0,0.0,9.0
459,1991,16,moreno,8.0,0.0,10.0
460,1991,16,martini,6.0,0.0,11.0
461,1991,16,lehto,4.0,0.0,12.0
462,1991,16,gachot,4.0,0.0,13.0
463,1991,16,michael_schumacher,4.0,0.0,14.0
464,1991,16,satoru_nakajima,2.0,0.0,15.0
465,1991,16,hakkinen,2.0,0.0,16.0
466,1991,16,brundle,2.0,0.0,17.0
467,1991,16,pirro,1.0,0.0,18.0
468,1991,16,blundell,1.0,0.0,19.0
469,1991,16,capelli,1.0,0.0,20.0
470,1991,16,bernard,1.0,0.0,21.0
471,1991,16,suzuki,1.0,0.0,22.0
472,1991,16,bailey,1.0,0.0,23.0
473,1991,16,morbidelli,0.0,0.0,26.0
474,1991,16,gugelmin,0.0,0.0,24.0
475,1991,16,boutsen,0.0,0.0,25.0
476,1991,16,herbert,0.0,0.0,27.0
477,1991,16,larini,0.0,0.0,28.0
478,1991,16,comas,0.0,0.0,29.0
479,1991,16,tarquini,0.0,0.0,30.0
480,1992,1,mansell,0.0,0.0,0.0
481,1992,1,patrese,0.0,0.0,0.0
482,1992,1,senna,0.0,0.0,0.0
483,1992,1,michael_schumacher,0.0,0.0,0.0
484,1992,1,berger,0.0,0.0,0.0
485,1992,1,herbert,0.0,0.0,0.0
486,1992,1,comas,0.0,0.0,0.0
487,1992,1,suzuki,0.0,0.0,0.0
488,1992,1,hakkinen,0.0,0.0,0.0
489,1992,1,alboreto,0.0,0.0,0.0
490,1992,1,gugelmin,0.0,0.0,0.0
491,1992,1,katayama,0.0,0.0,0.0
492,1992,1,poele,0.0,0.0,0.0
493,1992,2,mansell,10.0,1.0,1.0
494,1992,2,patrese,6.0,0.0,2.0
495,1992,2,michael_schumacher,3.0,0.0,4.0
496,1992,2,berger,2.0,0.0,5.0
497,1992,2,senna,4.0,0.0,3.0
498,1992,2,cesaris,0.0,0.0,0.0
499,1992,2,herbert,1.0,0.0,6.0
500,1992,2,hakkinen,0.0,0.0,9.0
501,1992,2,comas,0.0,0.0,7.0
502,1992,2,lehto,0.0,0.0,0.0
503,1992,2,suzuki,0.0,0.0,8.0
504,1992,2,alboreto,0.0,0.0,10.0
505,1992,2,boutsen,0.0,0.0,0.0
506,1992,2,gachot,0.0,0.0,0.0
507,1992,2,gugelmin,0.0,0.0,11.0
508,1992,2,katayama,0.0,0.0,12.0
509,1992,2,poele,0.0,0.0,13.0
510,1992,3,mansell,20.0,2.0,1.0
511,1992,3,patrese,12.0,0.0,2.0
512,1992,3,michael_schumacher,7.0,0.0,3.0
513,1992,3,berger,5.0,0.0,4.0
514,1992,3,senna,4.0,0.0,5.0
515,1992,3,alesi,0.0,0.0,0.0
516,1992,3,capelli,0.0,0.0,0.0
517,1992,3,cesaris,2.0,0.0,6.0
518,1992,3,herbert,1.0,0.0,7.0
519,1992,3,hakkinen,1.0,0.0,8.0
520,1992,3,alboreto,0.0,0.0,12.0
521,1992,3,comas,0.0,0.0,9.0
522,1992,3,morbidelli,0.0,0.0,0.0
523,1992,3,lehto,0.0,0.0,10.0
524,1992,3,suzuki,0.0,0.0,11.0
525,1992,3,katayama,0.0,0.0,16.0
526,1992,3,boutsen,0.0,0.0,13.0
527,1992,3,gachot,0.0,0.0,14.0
528,1992,3,gugelmin,0.0,0.0,15.0
529,1992,3,poele,0.0,0.0,17.0
530,1992,4,mansell,30.0,3.0,1.0
531,1992,4,patrese,18.0,0.0,2.0
532,1992,4,michael_schumacher,11.0,0.0,3.0
533,1992,4,berger,5.0,0.0,4.0
534,1992,4,alesi,3.0,0.0,6.0
535,1992,4,senna,4.0,0.0,5.0
536,1992,4,alboreto,1.0,0.0,11.0
537,1992,4,capelli,2.0,0.0,7.0
538,1992,4,cesaris,2.0,0.0,8.0
539,1992,4,herbert,1.0,0.0,9.0
540,1992,4,hakkinen,1.0,0.0,10.0
541,1992,4,martini,0.0,0.0,0.0
542,1992,4,suzuki,0.0,0.0,15.0
543,1992,4,comas,0.0,0.0,12.0
544,1992,4,morbidelli,0.0,0.0,13.0
545,1992,4,lehto,0.0,0.0,14.0
546,1992,4,wendlinger,0.0,0.0,0.0
547,1992,4,katayama,0.0,0.0,16.0
548,1992,4,boutsen,0.0,0.0,17.0
549,1992,4,fittipaldi,0.0,0.0,0.0
550,1992,4,gachot,0.0,0.0,18.0
551,1992,4,gugelmin,0.0,0.0,19.0
552,1992,4,belmondo,0.0,0.0,0.0
553,1992,4,poele,0.0,0.0,20.0
554,1992,5,mansell,40.0,4.0,1.0
555,1992,5,patrese,18.0,0.0,2.0
556,1992,5,michael_schumacher,17.0,0.0,3.0
557,1992,5,senna,4.0,0.0,6.0
558,1992,5,berger,8.0,0.0,4.0
559,1992,5,alesi,7.0,0.0,5.0
560,1992,5,alboreto,3.0,0.0,7.0
561,1992,5,brundle,0.0,0.0,0.0
562,1992,5,capelli,2.0,0.0,8.0
563,1992,5,cesaris,2.0,0.0,9.0
564,1992,5,martini,1.0,0.0,12.0
565,1992,5,herbert,1.0,0.0,10.0
566,1992,5,hakkinen,1.0,0.0,11.0
567,1992,5,suzuki,0.0,0.0,13.0
568,1992,5,comas,0.0,0.0,14.0
569,1992,5,gugelmin,0.0,0.0,22.0
570,1992,5,morbidelli,0.0,0.0,15.0
571,1992,5,lehto,0.0,0.0,16.0
572,1992,5,wendlinger,0.0,0.0,17.0
573,1992,5,grouillard,0.0,0.0,0.0
574,1992,5,katayama,0.0,0.0,18.0
575,1992,5,boutsen,0.0,0.0,19.0
576,1992,5,fittipaldi,0.0,0.0,20.0
577,1992,5,gachot,0.0,0.0,21.0
578,1992,5,belmondo,0.0,0.0,23.0
579,1992,5,poele,0.0,0.0,24.0
580,1992,6,mansell,50.0,5.0,1.0
581,1992,6,patrese,24.0,0.0,2.0
582,1992,6,michael_schumacher,17.0,0.0,3.0
583,1992,6,senna,8.0,0.0,4.0
584,1992,6,berger,8.0,0.0,5.0
585,1992,6,alesi,7.0,0.0,6.0
586,1992,6,brundle,3.0,0.0,8.0
587,1992,6,alboreto,5.0,0.0,7.0
588,1992,6,capelli,2.0,0.0,9.0
589,1992,6,cesaris,2.0,0.0,10.0
590,1992,6,martini,2.0,0.0,11.0
591,1992,6,herbert,1.0,0.0,12.0
592,1992,6,hakkinen,1.0,0.0,13.0
593,1992,6,gachot,0.0,0.0,24.0
594,1992,6,suzuki,0.0,0.0,14.0
595,1992,6,comas,0.0,0.0,15.0
596,1992,6,gugelmin,0.0,0.0,16.0
597,1992,6,morbidelli,0.0,0.0,17.0
