,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
1564,1998,5,ferrari,31.0,1.0,2.0
1565,1998,5,williams,13.0,0.0,3.0
1566,1998,5,benetton,7.0,0.0,4.0
1567,1998,5,sauber,4.0,0.0,5.0
1568,1998,5,stewart,0.0,0.0,10.0
1569,1998,5,jordan,0.0,0.0,6.0
1570,1998,5,minardi,0.0,0.0,7.0
1571,1998,5,prost,0.0,0.0,8.0
1572,1998,5,arrows,0.0,0.0,9.0
1573,1998,5,tyrrell,0.0,0.0,11.0
1574,1998,6,mclaren,65.0,4.0,1.0
1575,1998,6,ferrari,35.0,1.0,2.0
1576,1998,6,benetton,10.0,0.0,4.0
1577,1998,6,williams,14.0,0.0,3.0
1578,1998,6,arrows,0.0,0.0,10.0
1579,1998,6,sauber,4.0,0.0,5.0
1580,1998,6,stewart,2.0,0.0,6.0
1581,1998,6,jordan,0.0,0.0,7.0
1582,1998,6,minardi,0.0,0.0,8.0
1583,1998,6,prost,0.0,0.0,9.0
1584,1998,6,tyrrell,0.0,0.0,11.0
1585,1998,7,mclaren,75.0,5.0,1.0
1586,1998,7,ferrari,39.0,1.0,2.0
1587,1998,7,benetton,16.0,0.0,3.0
1588,1998,7,williams,16.0,0.0,4.0
1589,1998,7,stewart,2.0,0.0,7.0
1590,1998,7,arrows,4.0,0.0,5.0
1591,1998,7,sauber,4.0,0.0,6.0
1592,1998,7,jordan,0.0,0.0,8.0
1593,1998,7,minardi,0.0,0.0,9.0
1594,1998,7,tyrrell,0.0,0.0,11.0
1595,1998,7,prost,0.0,0.0,10.0
1596,1998,8,mclaren,75.0,5.0,1.0
1597,1998,8,ferrari,53.0,2.0,2.0
1598,1998,8,benetton,25.0,0.0,3.0
1599,1998,8,williams,16.0,0.0,4.0
1600,1998,8,stewart,5.0,0.0,5.0
1601,1998,8,arrows,4.0,0.0,6.0
1602,1998,8,sauber,4.0,0.0,7.0
1603,1998,8,jordan,0.0,0.0,8.0
1604,1998,8,minardi,0.0,0.0,9.0
1605,1998,8,tyrrell,0.0,0.0,10.0
1606,1998,8,prost,0.0,0.0,11.0
1607,1998,9,mclaren,80.0,5.0,1.0
1608,1998,9,ferrari,69.0,3.0,2.0
1609,1998,9,benetton,27.0,0.0,3.0
1610,1998,9,williams,19.0,0.0,4.0
1611,1998,9,stewart,5.0,0.0,5.0
1612,1998,9,arrows,4.0,0.0,6.0
1613,1998,9,sauber,4.0,0.0,7.0
1614,1998,9,jordan,0.0,0.0,8.0
1615,1998,9,minardi,0.0,0.0,9.0
1616,1998,9,tyrrell,0.0,0.0,10.0
1617,1998,9,prost,0.0,0.0,11.0
1618,1998,10,mclaren,86.0,5.0,1.0
1619,1998,10,ferrari,83.0,4.0,2.0
1620,1998,10,benetton,32.0,0.0,3.0
1621,1998,10,williams,19.0,0.0,4.0
1622,1998,10,stewart,5.0,0.0,5.0
1623,1998,10,arrows,4.0,0.0,6.0
1624,1998,10,sauber,4.0,0.0,7.0
1625,1998,10,jordan,1.0,0.0,8.0
1626,1998,10,minardi,0.0,0.0,9.0
1627,1998,10,tyrrell,0.0,0.0,10.0
1628,1998,10,prost,0.0,0.0,11.0
1629,1998,11,mclaren,102.0,6.0,1.0
1630,1998,11,ferrari,90.0,4.0,2.0
1631,1998,11,benetton,32.0,0.0,3.0
1632,1998,11,williams,20.0,0.0,4.0
1633,1998,11,jordan,3.0,0.0,8.0
1634,1998,11,stewart,5.0,0.0,5.0
1635,1998,11,arrows,4.0,0.0,6.0
1636,1998,11,sauber,4.0,0.0,7.0
1637,1998,11,minardi,0.0,0.0,9.0
1638,1998,11,tyrrell,0.0,0.0,10.0
1639,1998,11,prost,0.0,0.0,11.0
1640,1998,12,mclaren,118.0,7.0,1.0
1641,1998,12,ferrari,92.0,4.0,2.0
1642,1998,12,benetton,32.0,0.0,3.0
1643,1998,12,williams,24.0,0.0,4.0
1644,1998,12,jordan,7.0,0.0,5.0
1645,1998,12,stewart,5.0,0.0,6.0
1646,1998,12,arrows,4.0,0.0,7.0
1647,1998,12,sauber,4.0,0.0,8.0
1648,1998,12,minardi,0.0,0.0,9.0
1649,1998,12,tyrrell,0.0,0.0,10.0
1650,1998,12,prost,0.0,0.0,11.0
1651,1998,13,mclaren,125.0,7.0,1.0
1652,1998,13,ferrari,102.0,5.0,2.0
1653,1998,13,williams,30.0,0.0,4.0
1654,1998,13,benetton,32.0,0.0,3.0
1655,1998,13,jordan,10.0,0.0,5.0
1656,1998,13,sauber,4.0,0.0,8.0
1657,1998,13,arrows,4.0,0.0,7.0
1658,1998,13,stewart,5.0,0.0,6.0
1659,1998,13,prost,0.0,0.0,11.0
1660,1998,13,minardi,0.0,0.0,9.0
1661,1998,13,tyrrell,0.0,0.0,10.0
1662,1998,14,mclaren,125.0,7.0,1.0
1663,1998,14,ferrari,102.0,5.0,2.0
1664,1998,14,williams,33.0,0.0,3.0
1665,1998,14,benetton,32.0,0.0,4.0
1666,1998,14,jordan,26.0,1.0,5.0
1667,1998,14,sauber,8.0,0.0,6.0
1668,1998,14,arrows,6.0,0.0,7.0
1669,1998,14,stewart,5.0,0.0,8.0
1670,1998,14,prost,1.0,0.0,9.0
1671,1998,14,minardi,0.0,0.0,10.0
1672,1998,14,tyrrell,0.0,0.0,11.0
1673,1998,15,mclaren,128.0,7.0,1.0
1674,1998,15,ferrari,118.0,6.0,2.0
1675,1998,15,williams,33.0,0.0,3.0
1676,1998,15,benetton,32.0,0.0,4.0
1677,1998,15,jordan,31.0,1.0,5.0
1678,1998,15,sauber,10.0,0.0,6.0
1679,1998,15,arrows,6.0,0.0,7.0
1680,1998,15,stewart,5.0,0.0,8.0
1681,1998,15,prost,1.0,0.0,9.0
1682,1998,15,minardi,0.0,0.0,10.0
1683,1998,15,tyrrell,0.0,0.0,11.0
1684,1998,16,mclaren,142.0,8.0,1.0
1685,1998,16,ferrari,127.0,6.0,2.0
1686,1998,16,williams,35.0,0.0,3.0
1687,1998,16,jordan,31.0,1.0,5.0
1688,1998,16,benetton,33.0,0.0,4.0
1689,1998,16,sauber,10.0,0.0,6.0
1690,1998,16,arrows,6.0,0.0,7.0
1691,1998,16,stewart,5.0,0.0,8.0
1692,1998,16,prost,1.0,0.0,9.0
1693,1998,16,minardi,0.0,0.0,10.0
1694,1998,16,tyrrell,0.0,0.0,11.0
1695,1999,1,ferrari,0.0,0.0,0.0
1696,1999,1,jordan,0.0,0.0,0.0
1697,1999,1,williams,0.0,0.0,0.0
1698,1999,1,benetton,0.0,0.0,0.0
1699,1999,1,stewart,0.0,0.0,0.0
1700,1999,1,arrows,0.0,0.0,0.0
1701,1999,2,ferrari,10.0,1.0,1.0
1702,1999,2,mclaren,0.0,0.0,0.0
1703,1999,2,jordan,6.0,0.0,2.0
1704,1999,2,williams,4.0,0.0,3.0
1705,1999,2,benetton,3.0,0.0,4.0
1706,1999,2,stewart,2.0,0.0,5.0
1707,1999,2,arrows,1.0,0.0,6.0
1708,1999,2,prost,0.0,0.0,0.0
1709,1999,2,minardi,0.0,0.0,0.0
1710,1999,3,ferrari,18.0,1.0,1.0
1711,1999,3,mclaren,10.0,1.0,2.0
1712,1999,3,jordan,10.0,0.0,3.0
1713,1999,3,williams,7.0,0.0,4.0
1714,1999,3,stewart,2.0,0.0,6.0
1715,1999,3,benetton,3.0,0.0,5.0
1716,1999,3,arrows,1.0,0.0,7.0
1717,1999,3,prost,1.0,0.0,8.0
1718,1999,3,sauber,0.0,0.0,0.0
1719,1999,3,bar,0.0,0.0,0.0
1720,1999,3,minardi,0.0,0.0,9.0
1721,1999,4,ferrari,28.0,2.0,1.0
1722,1999,4,mclaren,16.0,1.0,2.0
1723,1999,4,jordan,13.0,0.0,3.0
1724,1999,4,benetton,5.0,0.0,6.0
1725,1999,4,williams,7.0,0.0,4.0
1726,1999,4,stewart,6.0,0.0,5.0
1727,1999,4,arrows,1.0,0.0,7.0
1728,1999,4,prost,1.0,0.0,8.0
1729,1999,4,sauber,1.0,0.0,9.0
1730,1999,4,bar,0.0,0.0,10.0
1731,1999,4,minardi,0.0,0.0,11.0
1732,1999,5,ferrari,44.0,3.0,1.0
1733,1999,5,mclaren,20.0,1.0,2.0
1734,1999,5,jordan,16.0,0.0,3.0
1735,1999,5,williams,7.0,0.0,5.0
1736,1999,5,benetton,8.0,0.0,4.0
1737,1999,5,stewart,6.0,0.0,6.0
1738,1999,5,prost,1.0,0.0,8.0
1739,1999,5,arrows,1.0,0.0,7.0
1740,1999,5,sauber,1.0,0.0,9.0
1741,1999,5,bar,0.0,0.0,10.0
1742,1999,5,minardi,0.0,0.0,11.0
1743,1999,6,ferrari,51.0,3.0,1.0
1744,1999,6,mclaren,36.0,2.0,2.0
1745,1999,6,jordan,16.0,0.0,3.0
1746,1999,6,benetton,8.0,0.0,5.0
1747,1999,6,williams,9.0,0.0,4.0
1748,1999,6,stewart,6.0,0.0,6.0
1749,1999,6,prost,2.0,0.0,7.0
1750,1999,6,sauber,1.0,0.0,9.0
1751,1999,6,arrows,1.0,0.0,8.0
1752,1999,6,bar,0.0,0.0,10.0
1753,1999,6,minardi,0.0,0.0,11.0
1754,1999,7,ferrari,55.0,3.0,1.0
1755,1999,7,mclaren,46.0,3.0,2.0
1756,1999,7,jordan,16.0,0.0,3.0
1757,1999,7,williams,12.0,0.0,5.0
1758,1999,7,benetton,14.0,0.0,4.0
1759,1999,7,stewart,8.0,0.0,6.0
1760,1999,7,prost,2.0,0.0,7.0
1761,1999,7,sauber,2.0,0.0,8.0
1762,1999,7,arrows,1.0,0.0,9.0
1763,1999,7,bar,0.0,0.0,10.0
1764,1999,7,minardi,0.0,0.0,11.0
1765,1999,8,ferrari,58.0,3.0,1.0
1766,1999,8,mclaren,52.0,3.0,2.0
1767,1999,8,jordan,26.0,1.0,3.0
1768,1999,8,williams,15.0,0.0,4.0
1769,1999,8,benetton,14.0,0.0,5.0
1770,1999,8,stewart,12.0,0.0,6.0
1771,1999,8,sauber,2.0,0.0,8.0
1772,1999,8,prost,2.0,0.0,7.0
1773,1999,8,arrows,1.0,0.0,9.0
1774,1999,8,bar,0.0,0.0,10.0
1775,1999,8,minardi,0.0,0.0,11.0
1776,1999,9,ferrari,64.0,3.0,1.0
1777,1999,9,mclaren,62.0,4.0,2.0
1778,1999,9,jordan,31.0,1.0,3.0
1779,1999,9,williams,19.0,0.0,4.0
1780,1999,9,benetton,14.0,0.0,5.0
1781,1999,9,stewart,12.0,0.0,6.0
1782,1999,9,sauber,3.0,0.0,7.0
1783,1999,9,prost,2.0,0.0,8.0
1784,1999,9,arrows,1.0,0.0,9.0
1785,1999,9,bar,0.0,0.0,10.0
1786,1999,9,minardi,0.0,0.0,11.0
1787,1999,10,ferrari,74.0,4.0,1.0
1788,1999,10,mclaren,72.0,4.0,2.0
1789,1999,10,jordan,34.0,1.0,3.0
1790,1999,10,williams,19.0,0.0,4.0
1791,1999,10,benetton,16.0,0.0,5.0
1792,1999,10,stewart,12.0,0.0,6.0
1793,1999,10,sauber,4.0,0.0,7.0
1794,1999,10,prost,2.0,0.0,8.0
1795,1999,10,arrows,1.0,0.0,9.0
1796,1999,10,bar,0.0,0.0,10.0
1797,1999,10,minardi,0.0,0.0,11.0
1798,1999,11,ferrari,90.0,5.0,1.0
1799,1999,11,mclaren,74.0,4.0,2.0
1800,1999,11,jordan,38.0,1.0,3.0
1801,1999,11,williams,22.0,0.0,4.0
1802,1999,11,benetton,16.0,0.0,5.0
1803,1999,11,stewart,12.0,0.0,6.0
1804,1999,11,sauber,4.0,0.0,7.0
1805,1999,11,prost,3.0,0.0,8.0
1806,1999,11,arrows,1.0,0.0,9.0
1807,1999,11,bar,0.0,0.0,10.0
1808,1999,11,minardi,0.0,0.0,11.0
1809,1999,12,mclaren,90.0,5.0,2.0
1810,1999,12,ferrari,94.0,5.0,1.0
1811,1999,12,jordan,42.0,1.0,3.0
1812,1999,12,williams,22.0,0.0,4.0
1813,1999,12,benetton,16.0,0.0,5.0
1814,1999,12,stewart,14.0,0.0,6.0
1815,1999,12,sauber,4.0,0.0,7.0
1816,1999,12,prost,3.0,0.0,8.0
1817,1999,12,arrows,1.0,0.0,9.0
1818,1999,12,bar,0.0,0.0,10.0
1819,1999,12,minardi,0.0,0.0,11.0
1820,1999,13,mclaren,106.0,6.0,1.0
1821,1999,13,ferrari,97.0,5.0,2.0
1822,1999,13,jordan,47.0,1.0,3.0
1823,1999,13,williams,24.0,0.0,4.0
1824,1999,13,stewart,14.0,0.0,6.0
1825,1999,13,benetton,16.0,0.0,5.0
1826,1999,13,sauber,4.0,0.0,7.0
1827,1999,13,prost,3.0,0.0,8.0
1828,1999,13,arrows,1.0,0.0,9.0
1829,1999,13,bar,0.0,0.0,10.0
1830,1999,13,minardi,0.0,0.0,11.0
1831,1999,14,mclaren,108.0,6.0,1.0
1832,1999,14,ferrari,102.0,5.0,2.0
1833,1999,14,jordan,57.0,2.0,3.0
1834,1999,14,williams,30.0,0.0,4.0
1835,1999,14,stewart,17.0,0.0,5.0
1836,1999,14,benetton,16.0,0.0,6.0
1837,1999,14,prost,3.0,0.0,8.0
1838,1999,14,sauber,4.0,0.0,7.0
1839,1999,14,arrows,1.0,0.0,9.0
1840,1999,14,minardi,0.0,0.0,11.0
1841,1999,14,bar,0.0,0.0,10.0
1842,1999,15,ferrari,102.0,5.0,2.0
1843,1999,15,mclaren,110.0,6.0,1.0
1844,1999,15,jordan,57.0,2.0,3.0
1845,1999,15,stewart,31.0,1.0,5.0
1846,1999,15,williams,33.0,0.0,4.0
1847,1999,15,benetton,16.0,0.0,6.0
1848,1999,15,prost,9.0,0.0,7.0
1849,1999,15,sauber,4.0,0.0,8.0
1850,1999,15,arrows,1.0,0.0,9.0
1851,1999,15,minardi,1.0,0.0,10.0
1852,1999,15,bar,0.0,0.0,11.0
1853,1999,16,ferrari,118.0,6.0,1.0
1854,1999,16,mclaren,114.0,6.0,2.0
1855,1999,16,jordan,58.0,2.0,3.0
1856,1999,16,stewart,36.0,1.0,4.0
1857,1999,16,williams,33.0,0.0,5.0
1858,1999,16,benetton,16.0,0.0,6.0
1859,1999,16,prost,9.0,0.0,7.0
1860,1999,16,sauber,4.0,0.0,8.0
1861,1999,16,arrows,1.0,0.0,9.0
1862,1999,16,minardi,1.0,0.0,10.0
1863,1999,16,bar,0.0,0.0,11.0
1864,2000,1,ferrari,0.0,0.0,0.0
1865,2000,1,williams,0.0,0.0,0.0
1866,2000,1,bar,0.0,0.0,0.0
1867,2000,1,benetton,0.0,0.0,0.0
1868,2000,1,minardi,0.0,0.0,0.0
1869,2000,1,prost,0.0,0.0,0.0
1870,2000,2,ferrari,16.0,1.0,1.0
1871,2000,2,benetton,2.0,0.0,4.0
1872,2000,2,jordan,0.0,0.0,0.0
1873,2000,2,williams,4.0,0.0,2.0
1874,2000,2,bar,4.0,0.0,3.0
1875,2000,2,arrows,0.0,0.0,0.0
1876,2000,2,minardi,0.0,0.0,5.0
1877,2000,2,prost,0.0,0.0,6.0
1878,2000,3,ferrari,26.0,2.0,1.0
1879,2000,3,mclaren,0.0,0.0,0.0
1880,2000,3,benetton,8.0,0.0,2.0
1881,2000,3,jordan,7.0,0.0,3.0
1882,2000,3,williams,7.0,0.0,4.0
1883,2000,3,bar,4.0,0.0,5.0
1884,2000,3,sauber,0.0,0.0,0.0
1885,2000,3,arrows,0.0,0.0,6.0
1886,2000,3,jaguar,0.0,0.0,0.0
1887,2000,3,minardi,0.0,0.0,7.0
1888,2000,3,prost,0.0,0.0,8.0
1889,2000,4,ferrari,39.0,3.0,1.0
1890,2000,4,mclaren,10.0,0.0,2.0
1891,2000,4,williams,7.0,0.0,5.0
1892,2000,4,benetton,8.0,0.0,3.0
1893,2000,4,jordan,7.0,0.0,4.0
1894,2000,4,bar,6.0,0.0,6.0
1895,2000,4,sauber,1.0,0.0,7.0
1896,2000,4,arrows,0.0,0.0,8.0
1897,2000,4,jaguar,0.0,0.0,9.0
1898,2000,4,minardi,0.0,0.0,10.0
1899,2000,4,prost,0.0,0.0,11.0
1900,2000,5,ferrari,43.0,3.0,1.0
1901,2000,5,mclaren,26.0,1.0,2.0
1902,2000,5,williams,12.0,0.0,3.0
1903,2000,5,jordan,8.0,0.0,5.0
1904,2000,5,benetton,8.0,0.0,4.0
1905,2000,5,bar,6.0,0.0,6.0
1906,2000,5,sauber,1.0,0.0,7.0
1907,2000,5,arrows,0.0,0.0,8.0
1908,2000,5,jaguar,0.0,0.0,9.0
1909,2000,5,minardi,0.0,0.0,10.0
1910,2000,5,prost,0.0,0.0,11.0
1911,2000,6,ferrari,49.0,3.0,1.0
1912,2000,6,mclaren,42.0,2.0,2.0
1913,2000,6,williams,15.0,0.0,3.0
1914,2000,6,benetton,8.0,0.0,5.0
1915,2000,6,jordan,9.0,0.0,4.0
1916,2000,6,bar,6.0,0.0,6.0
1917,2000,6,sauber,1.0,0.0,7.0
1918,2000,6,arrows,0.0,0.0,8.0
1919,2000,6,jaguar,0.0,0.0,9.0
1920,2000,6,minardi,0.0,0.0,10.0
1921,2000,6,prost,0.0,0.0,11.0
1922,2000,7,ferrari,62.0,4.0,1.0
1923,2000,7,mclaren,52.0,2.0,2.0
1924,2000,7,williams,15.0,0.0,3.0
1925,2000,7,benetton,10.0,0.0,4.0
1926,2000,7,jordan,9.0,0.0,5.0
1927,2000,7,bar,6.0,0.0,6.0
1928,2000,7,jaguar,0.0,0.0,9.0
1929,2000,7,sauber,1.0,0.0,7.0
1930,2000,7,arrows,1.0,0.0,8.0
1931,2000,7,minardi,0.0,0.0,10.0
1932,2000,7,prost,0.0,0.0,11.0
1933,2000,8,ferrari,68.0,4.0,1.0
1934,2000,8,mclaren,63.0,3.0,2.0
1935,2000,8,benetton,14.0,0.0,4.0
1936,2000,8,williams,15.0,0.0,3.0
1937,2000,8,jordan,9.0,0.0,5.0
1938,2000,8,bar,6.0,0.0,6.0
1939,2000,8,jaguar,3.0,0.0,7.0
1940,2000,8,sauber,3.0,0.0,8.0
1941,2000,8,arrows,1.0,0.0,9.0
1942,2000,8,minardi,0.0,0.0,10.0
1943,2000,8,prost,0.0,0.0,11.0
1944,2000,9,ferrari,84.0,5.0,1.0
1945,2000,9,mclaren,66.0,3.0,2.0
1946,2000,9,benetton,18.0,0.0,3.0
1947,2000,9,williams,15.0,0.0,4.0
1948,2000,9,jordan,10.0,0.0,5.0
1949,2000,9,bar,6.0,0.0,6.0
1950,2000,9,jaguar,3.0,0.0,7.0
1951,2000,9,sauber,3.0,0.0,8.0
1952,2000,9,arrows,3.0,0.0,9.0
1953,2000,9,minardi,0.0,0.0,10.0
1954,2000,9,prost,0.0,0.0,11.0
1955,2000,10,mclaren,82.0,4.0,2.0
1956,2000,10,ferrari,88.0,5.0,1.0
1957,2000,10,williams,17.0,0.0,4.0
1958,2000,10,benetton,18.0,0.0,3.0
1959,2000,10,bar,9.0,0.0,6.0
1960,2000,10,jordan,11.0,0.0,5.0
1961,2000,10,sauber,3.0,0.0,8.0
1962,2000,10,jaguar,3.0,0.0,7.0
1963,2000,10,arrows,3.0,0.0,9.0
1964,2000,10,minardi,0.0,0.0,10.0
1965,2000,10,prost,0.0,0.0,11.0
1966,2000,11,mclaren,98.0,5.0,1.0
1967,2000,11,ferrari,92.0,5.0,2.0
1968,2000,11,williams,19.0,0.0,3.0
1969,2000,11,benetton,18.0,0.0,4.0
1970,2000,11,bar,12.0,0.0,5.0
1971,2000,11,jordan,11.0,0.0,6.0
1972,2000,11,sauber,4.0,0.0,7.0
1973,2000,11,arrows,3.0,0.0,9.0
1974,2000,11,jaguar,3.0,0.0,8.0
1975,2000,11,minardi,0.0,0.0,10.0
1976,2000,11,prost,0.0,0.0,11.0
1977,2000,12,mclaren,108.0,5.0,1.0
1978,2000,12,ferrari,102.0,6.0,2.0
1979,2000,12,williams,22.0,0.0,3.0
1980,2000,12,benetton,18.0,0.0,4.0
1981,2000,12,jordan,11.0,0.0,6.0
1982,2000,12,bar,12.0,0.0,5.0
1983,2000,12,sauber,6.0,0.0,7.0
1984,2000,12,arrows,4.0,0.0,8.0
1985,2000,12,jaguar,3.0,0.0,9.0
1986,2000,12,minardi,0.0,0.0,10.0
1987,2000,12,prost,0.0,0.0,11.0
1988,2000,13,mclaren,122.0,6.0,1.0
1989,2000,13,ferrari,111.0,6.0,2.0
1990,2000,13,williams,24.0,0.0,3.0
1991,2000,13,benetton,18.0,0.0,4.0
1992,2000,13,jordan,12.0,0.0,5.0
1993,2000,13,bar,12.0,0.0,6.0
1994,2000,13,sauber,6.0,0.0,7.0
1995,2000,13,arrows,4.0,0.0,8.0
1996,2000,13,jaguar,3.0,0.0,9.0
1997,2000,13,minardi,0.0,0.0,10.0
1998,2000,13,prost,0.0,0.0,11.0
1999,2000,14,mclaren,135.0,7.0,1.0
2000,2000,14,ferrari,117.0,6.0,2.0
2001,2000,14,williams,30.0,0.0,3.0
2002,2000,14,benetton,18.0,0.0,4.0
2003,2000,14,jordan,13.0,0.0,5.0
2004,2000,14,bar,12.0,0.0,6.0
2005,2000,14,arrows,4.0,0.0,8.0
2006,2000,14,sauber,6.0,0.0,7.0
2007,2000,14,jaguar,3.0,0.0,9.0
2008,2000,14,minardi,0.0,0.0,10.0
2009,2000,14,prost,0.0,0.0,11.0
2010,2000,15,ferrari,127.0,7.0,2.0
2011,2000,15,mclaren,141.0,7.0,1.0
2012,2000,15,williams,34.0,0.0,3.0
2013,2000,15,benetton,20.0,0.0,4.0
2014,2000,15,jordan,13.0,0.0,5.0
2015,2000,15,bar,13.0,0.0,6.0
2016,2000,15,arrows,7.0,0.0,7.0
2017,2000,15,sauber,6.0,0.0,8.0
2018,2000,15,jaguar,3.0,0.0,9.0
2019,2000,15,minardi,0.0,0.0,10.0
2020,2000,15,prost,0.0,0.0,11.0
2021,2000,16,ferrari,143.0,8.0,1.0
2022,2000,16,mclaren,143.0,7.0,2.0
2023,2000,16,williams,34.0,0.0,3.0
2024,2000,16,benetton,20.0,0.0,4.0
2025,2000,16,bar,17.0,0.0,6.0
2026,2000,16,jordan,17.0,0.0,5.0
2027,2000,16,arrows,7.0,0.0,7.0
2028,2000,16,sauber,6.0,0.0,8.0
2029,2000,16,jaguar,3.0,0.0,9.0
2030,2000,16,minardi,0.0,0.0,10.0
2031,2000,16,prost,0.0,0.0,11.0
2032,2000,17,ferrari,156.0,9.0,1.0
2033,2000,17,mclaren,153.0,7.0,2.0
2034,2000,17,williams,36.0,0.0,3.0
2035,2000,17,benetton,20.0,0.0,4.0
2036,2000,17,bar,18.0,0.0,5.0
2037,2000,17,jordan,17.0,0.0,6.0
2038,2000,17,arrows,7.0,0.0,7.0
2039,2000,17,sauber,6.0,0.0,8.0
2040,2000,17,jaguar,3.0,0.0,9.0
2041,2000,17,minardi,0.0,0.0,10.0
2042,2000,17,prost,0.0,0.0,11.0
2043,2001,1,ferrari,0.0,0.0,0.0
2044,2001,1,mclaren,0.0,0.0,0.0
2045,2001,1,sauber,0.0,0.0,0.0
2046,2001,1,jordan,0.0,0.0,0.0
2047,2001,1,bar,0.0,0.0,0.0
2048,2001,1,jaguar,0.0,0.0,0.0
2049,2001,1,prost,0.0,0.0,0.0
2050,2001,1,arrows,0.0,0.0,0.0
2051,2001,1,minardi,0.0,0.0,0.0
2052,2001,1,benetton,0.0,0.0,0.0
2053,2001,2,ferrari,14.0,1.0,1.0
2054,2001,2,mclaren,6.0,0.0,2.0
2055,2001,2,jordan,2.0,0.0,4.0
2056,2001,2,sauber,4.0,0.0,3.0
2057,2001,2,williams,0.0,0.0,0.0
2058,2001,2,arrows,0.0,0.0,8.0
2059,2001,2,bar,0.0,0.0,5.0
2060,2001,2,jaguar,0.0,0.0,6.0
2061,2001,2,prost,0.0,0.0,7.0
2062,2001,2,benetton,0.0,0.0,10.0
2063,2001,2,minardi,0.0,0.0,9.0
2064,2001,3,ferrari,30.0,2.0,1.0
2065,2001,3,mclaren,11.0,0.0,2.0
2066,2001,3,sauber,4.0,0.0,4.0
2067,2001,3,jordan,5.0,0.0,3.0
2068,2001,3,bar,0.0,0.0,7.0
2069,2001,3,williams,2.0,0.0,5.0
2070,2001,3,benetton,0.0,0.0,10.0
2071,2001,3,arrows,0.0,0.0,6.0
2072,2001,3,prost,0.0,0.0,9.0
2073,2001,3,jaguar,0.0,0.0,8.0
2074,2001,3,minardi,0.0,0.0,11.0
2075,2001,4,ferrari,36.0,2.0,1.0
2076,2001,4,mclaren,21.0,1.0,2.0
2077,2001,4,williams,2.0,0.0,6.0
2078,2001,4,jordan,7.0,0.0,4.0
2079,2001,4,sauber,8.0,0.0,3.0
2080,2001,4,bar,3.0,0.0,5.0
2081,2001,4,benetton,1.0,0.0,7.0
2082,2001,4,arrows,0.0,0.0,8.0
2083,2001,4,prost,0.0,0.0,9.0
2084,2001,4,jaguar,0.0,0.0,10.0
2085,2001,4,minardi,0.0,0.0,11.0
2086,2001,5,ferrari,40.0,2.0,1.0
2087,2001,5,mclaren,30.0,1.0,2.0
2088,2001,5,williams,12.0,1.0,3.0
2089,2001,5,jordan,10.0,0.0,4.0
2090,2001,5,sauber,8.0,0.0,5.0
2091,2001,5,bar,3.0,0.0,6.0
2092,2001,5,benetton,1.0,0.0,7.0
2093,2001,5,arrows,0.0,0.0,8.0
2094,2001,5,prost,0.0,0.0,9.0
2095,2001,5,jaguar,0.0,0.0,10.0
2096,2001,5,minardi,0.0,0.0,11.0
2097,2001,6,ferrari,50.0,3.0,1.0
2098,2001,6,mclaren,32.0,1.0,2.0
2099,2001,6,williams,18.0,1.0,3.0
2100,2001,6,jordan,13.0,0.0,4.0
2101,2001,6,sauber,9.0,0.0,5.0
2102,2001,6,bar,7.0,0.0,6.0
2103,2001,6,arrows,0.0,0.0,8.0
2104,2001,6,benetton,1.0,0.0,7.0
2105,2001,6,jaguar,0.0,0.0,10.0
2106,2001,6,prost,0.0,0.0,9.0
2107,2001,6,minardi,0.0,0.0,11.0
2108,2001,7,ferrari,60.0,3.0,1.0
2109,2001,7,mclaren,42.0,2.0,2.0
2110,2001,7,williams,18.0,1.0,3.0
2111,2001,7,jordan,13.0,0.0,4.0
2112,2001,7,bar,9.0,0.0,6.0
2113,2001,7,sauber,12.0,0.0,5.0
2114,2001,7,jaguar,0.0,0.0,9.0
2115,2001,7,arrows,1.0,0.0,7.0
2116,2001,7,benetton,1.0,0.0,8.0
2117,2001,7,prost,0.0,0.0,10.0
2118,2001,7,minardi,0.0,0.0,11.0
2119,2001,8,ferrari,76.0,4.0,1.0
2120,2001,8,mclaren,44.0,2.0,2.0
2121,2001,8,williams,18.0,1.0,3.0
2122,2001,8,sauber,12.0,0.0,6.0
2123,2001,8,jordan,13.0,0.0,4.0
2124,2001,8,bar,12.0,0.0,5.0
2125,2001,8,jaguar,4.0,0.0,7.0
2126,2001,8,prost,1.0,0.0,10.0
2127,2001,8,arrows,1.0,0.0,8.0
2128,2001,8,benetton,1.0,0.0,9.0
2129,2001,8,minardi,0.0,0.0,11.0
2130,2001,9,ferrari,82.0,4.0,1.0
2131,2001,9,mclaren,48.0,2.0,2.0
2132,2001,9,williams,28.0,2.0,3.0
2133,2001,9,sauber,15.0,0.0,4.0
2134,2001,9,jordan,13.0,0.0,5.0
2135,2001,9,bar,12.0,0.0,6.0
2136,2001,9,jaguar,5.0,0.0,7.0
2137,2001,9,prost,3.0,0.0,8.0
2138,2001,9,arrows,1.0,0.0,9.0
2139,2001,9,benetton,1.0,0.0,10.0
2140,2001,9,minardi,0.0,0.0,11.0
2141,2001,10,ferrari,94.0,5.0,1.0
2142,2001,10,mclaren,53.0,2.0,2.0
2143,2001,10,williams,37.0,2.0,3.0
2144,2001,10,sauber,15.0,0.0,4.0
