,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
0,1991,1,phoenix,senna,1960-03-21,Brazilian,mclaren,1,7247828.0,Finished,10.0,1
1,1991,1,phoenix,prost,1955-02-24,French,ferrari,2,7264150.0,Finished,6.0,2
2,1991,1,phoenix,piquet,1952-08-17,Brazilian,benetton,5,7325204.0,Finished,4.0,3
3,1991,1,phoenix,modena,1963-05-12,Italian,tyrrell,11,7333237.0,Finished,3.0,4
4,1991,1,phoenix,satoru_nakajima,1953-02-23,Japanese,tyrrell,16,,+1 Lap,2.0,5
5,1991,1,phoenix,suzuki,1960-09-08,Japanese,larrousse,21,,+2 Laps,1.0,6
6,1991,1,phoenix,larini,1964-03-19,Italian,lambo,17,,+3 Laps,0.0,7
7,1991,1,phoenix,tarquini,1962-03-02,Italian,ags,22,,+4 Laps,0.0,8
8,1991,1,phoenix,martini,1961-04-23,Italian,minardi,15,,Engine,0.0,9
9,1991,1,phoenix,gachot,1962-12-23,Belgian,jordan,14,,Engine,0.0,10
10,1991,1,phoenix,brundle,1959-06-01,British,brabham,12,,+8 Laps,0.0,11
11,1991,1,phoenix,alesi,1964-06-11,French,ferrari,6,,Gearbox,0.0,12
12,1991,1,phoenix,hakkinen,1968-09-28,Finnish,team_lotus,13,,Engine,0.0,13
13,1991,1,phoenix,patrese,1954-04-17,Italian,williams,3,,Gearbox,0.0,14
14,1991,1,phoenix,moreno,1959-02-11,Brazilian,benetton,8,,Collision,0.0,15
15,1991,1,phoenix,alboreto,1956-12-23,Italian,footwork,25,,Engine,0.0,16
16,1991,1,phoenix,capelli,1963-05-24,Italian,leyton,18,,Gearbox,0.0,17
17,1991,1,phoenix,boutsen,1957-07-13,Belgian,ligier,20,,Engine,0.0,18
18,1991,1,phoenix,berger,1959-08-27,Austrian,mclaren,7,,Fuel pump,0.0,19
19,1991,1,phoenix,mansell,1953-08-08,British,williams,4,,Gearbox,0.0,20
20,1991,1,phoenix,gugelmin,1963-04-20,Brazilian,leyton,23,,Gearbox,0.0,21
21,1991,1,phoenix,blundell,1966-04-08,British,brabham,24,,Spun off,0.0,22
22,1991,1,phoenix,pirro,1962-01-12,Italian,dallara,9,,Gearbox,0.0,23
23,1991,1,phoenix,morbidelli,1968-01-13,Italian,minardi,26,,Gearbox,0.0,24
24,1991,1,phoenix,lehto,1966-01-31,Finnish,dallara,10,,Gearbox,0.0,25
25,1991,1,phoenix,bernard,1964-08-24,French,larrousse,19,,Engine,0.0,26
26,1991,1,phoenix,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,27
27,1991,1,phoenix,johansson,1956-09-08,Swedish,ags,0,,Did not qualify,0.0,28
28,1991,1,phoenix,comas,1963-09-28,French,ligier,0,,Did not qualify,0.0,29
29,1991,1,phoenix,bailey,1961-10-09,British,team_lotus,0,,Did not qualify,0.0,30
30,1991,2,interlagos,senna,1960-03-21,Brazilian,mclaren,1,5908128.0,Finished,10.0,1
31,1991,2,interlagos,patrese,1954-04-17,Italian,williams,2,5911119.0,Finished,6.0,2
32,1991,2,interlagos,berger,1959-08-27,Austrian,mclaren,4,5913544.0,Finished,4.0,3
33,1991,2,interlagos,prost,1955-02-24,French,ferrari,6,5926497.0,Finished,3.0,4
34,1991,2,interlagos,piquet,1952-08-17,Brazilian,benetton,7,5930088.0,Finished,2.0,5
35,1991,2,interlagos,alesi,1964-06-11,French,ferrari,5,5931769.0,Finished,1.0,6
36,1991,2,interlagos,moreno,1959-02-11,Brazilian,benetton,14,,+1 Lap,0.0,7
37,1991,2,interlagos,morbidelli,1968-01-13,Italian,minardi,21,,+2 Laps,0.0,8
38,1991,2,interlagos,hakkinen,1968-09-28,Finnish,team_lotus,22,,+3 Laps,0.0,9
39,1991,2,interlagos,boutsen,1957-07-13,Belgian,ligier,18,,+3 Laps,0.0,10
40,1991,2,interlagos,pirro,1962-01-12,Italian,dallara,12,,+3 Laps,0.0,11
41,1991,2,interlagos,brundle,1959-06-01,British,brabham,26,,+4 Laps,0.0,12
42,1991,2,interlagos,gachot,1962-12-23,Belgian,jordan,10,,Fuel system,0.0,13
43,1991,2,interlagos,mansell,1953-08-08,British,williams,3,,Gearbox,0.0,14
44,1991,2,interlagos,comas,1963-09-28,French,ligier,23,,Engine,0.0,15
45,1991,2,interlagos,martini,1961-04-23,Italian,minardi,20,,Spun off,0.0,16
46,1991,2,interlagos,blundell,1966-04-08,British,brabham,25,,Engine,0.0,17
47,1991,2,interlagos,bernard,1964-08-24,French,larrousse,11,,Radiator,0.0,18
48,1991,2,interlagos,lehto,1966-01-31,Finnish,dallara,19,,Electrical,0.0,19
49,1991,2,interlagos,cesaris,1959-05-31,Italian,jordan,13,,Engine,0.0,20
50,1991,2,interlagos,modena,1963-05-12,Italian,tyrrell,9,,Gearbox,0.0,21
51,1991,2,interlagos,capelli,1963-05-24,Italian,leyton,15,,Transmission,0.0,22
52,1991,2,interlagos,satoru_nakajima,1953-02-23,Japanese,tyrrell,16,,Spun off,0.0,23
53,1991,2,interlagos,gugelmin,1963-04-20,Brazilian,leyton,8,,Physical,0.0,24
54,1991,2,interlagos,tarquini,1962-03-02,Italian,ags,24,,Suspension,0.0,25
55,1991,2,interlagos,suzuki,1960-09-08,Japanese,larrousse,17,,Fuel pump,0.0,26
56,1991,2,interlagos,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,27
57,1991,2,interlagos,johansson,1956-09-08,Swedish,ags,0,,Did not qualify,0.0,28
58,1991,2,interlagos,alboreto,1956-12-23,Italian,footwork,0,,Did not qualify,0.0,29
59,1991,2,interlagos,bailey,1961-10-09,British,team_lotus,0,,Did not qualify,0.0,30
60,1991,3,imola,senna,1960-03-21,Brazilian,mclaren,1,5714750.0,Finished,10.0,1
61,1991,3,imola,berger,1959-08-27,Austrian,mclaren,5,5716425.0,Finished,6.0,2
62,1991,3,imola,lehto,1966-01-31,Finnish,dallara,16,,+1 Lap,4.0,3
63,1991,3,imola,martini,1961-04-23,Italian,minardi,9,,+2 Laps,3.0,4
64,1991,3,imola,hakkinen,1968-09-28,Finnish,team_lotus,25,,+3 Laps,2.0,5
65,1991,3,imola,bailey,1961-10-09,British,team_lotus,26,,+3 Laps,1.0,6
66,1991,3,imola,boutsen,1957-07-13,Belgian,ligier,24,,+3 Laps,0.0,7
67,1991,3,imola,blundell,1966-04-08,British,brabham,23,,+3 Laps,0.0,8
68,1991,3,imola,poele,1961-09-30,Belgian,lambo,21,,Out of fuel,0.0,9
69,1991,3,imola,comas,1963-09-28,French,ligier,19,,+4 Laps,0.0,10
70,1991,3,imola,brundle,1959-06-01,British,brabham,18,,+4 Laps,0.0,11
71,1991,3,imola,gugelmin,1963-04-20,Brazilian,leyton,15,,Engine,0.0,12
72,1991,3,imola,moreno,1959-02-11,Brazilian,benetton,13,,Engine,0.0,13
73,1991,3,imola,modena,1963-05-12,Italian,tyrrell,6,,Transmission,0.0,14
74,1991,3,imola,cesaris,1959-05-31,Italian,jordan,11,,Gearbox,0.0,15
75,1991,3,imola,gachot,1962-12-23,Belgian,jordan,13,,Suspension,0.0,16
76,1991,3,imola,capelli,1963-05-24,Italian,leyton,22,,Spun off,0.0,17
77,1991,3,imola,bernard,1964-08-24,French,lola,17,,Engine,0.0,18
78,1991,3,imola,patrese,1954-04-17,Italian,williams,2,,Electrical,0.0,19
79,1991,3,imola,satoru_nakajima,1953-02-23,Japanese,tyrrell,10,,Transmission,0.0,20
80,1991,3,imola,morbidelli,1968-01-13,Italian,minardi,8,,Gearbox,0.0,21
81,1991,3,imola,alesi,1964-06-11,French,ferrari,7,,Spun off,0.0,22
82,1991,3,imola,suzuki,1960-09-08,Japanese,lola,20,,Spun off,0.0,23
83,1991,3,imola,piquet,1952-08-17,Brazilian,benetton,14,,Spun off,0.0,24
84,1991,3,imola,mansell,1953-08-08,British,williams,4,,Collision,0.0,25
85,1991,3,imola,prost,1955-02-24,French,ferrari,3,,Spun off,0.0,26
86,1991,3,imola,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,27
87,1991,3,imola,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,28
88,1991,3,imola,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,29
89,1991,3,imola,alboreto,1956-12-23,Italian,footwork,0,,Did not qualify,0.0,30
90,1991,4,monaco,senna,1960-03-21,Brazilian,mclaren,1,6782334.0,Finished,10.0,1
91,1991,4,monaco,mansell,1953-08-08,British,williams,5,6800682.0,Finished,6.0,2
92,1991,4,monaco,alesi,1964-06-11,French,ferrari,9,6829789.0,Finished,4.0,3
93,1991,4,monaco,moreno,1959-02-11,Brazilian,benetton,8,,+1 Lap,3.0,4
94,1991,4,monaco,prost,1955-02-24,French,ferrari,7,,+1 Lap,2.0,5
95,1991,4,monaco,pirro,1962-01-12,Italian,dallara,12,,+1 Lap,1.0,6
96,1991,4,monaco,boutsen,1957-07-13,Belgian,ligier,16,,+2 Laps,0.0,7
97,1991,4,monaco,gachot,1962-12-23,Belgian,jordan,23,,+2 Laps,0.0,8
98,1991,4,monaco,bernard,1964-08-24,French,lola,13,,+2 Laps,0.0,9
99,1991,4,monaco,comas,1963-09-28,French,ligier,26,,+2 Laps,0.0,10
100,1991,4,monaco,lehto,1966-01-31,Finnish,dallara,21,,+3 Laps,0.0,11
101,1991,4,monaco,martini,1961-04-23,Italian,minardi,14,,+6 Laps,0.0,12
102,1991,4,monaco,hakkinen,1968-09-28,Finnish,team_lotus,25,,Oil leak,0.0,13
103,1991,4,monaco,morbidelli,1968-01-13,Italian,minardi,17,,Gearbox,0.0,14
104,1991,4,monaco,gugelmin,1963-04-20,Brazilian,leyton,15,,Throttle,0.0,15
105,1991,4,monaco,modena,1963-05-12,Italian,tyrrell,2,,Engine,0.0,16
106,1991,4,monaco,patrese,1954-04-17,Italian,williams,3,,Spun off,0.0,17
107,1991,4,monaco,blundell,1966-04-08,British,brabham,19,,Spun off,0.0,18
108,1991,4,monaco,alboreto,1956-12-23,Italian,footwork,22,,Engine,0.0,19
109,1991,4,monaco,satoru_nakajima,1953-02-23,Japanese,tyrrell,11,,Spun off,0.0,20
110,1991,4,monaco,suzuki,1960-09-08,Japanese,lola,20,,Engine,0.0,21
111,1991,4,monaco,cesaris,1959-05-31,Italian,jordan,10,,Throttle,0.0,22
112,1991,4,monaco,capelli,1963-05-24,Italian,leyton,18,,Brakes,0.0,23
113,1991,4,monaco,tarquini,1962-03-02,Italian,ags,24,,Gearbox,0.0,24
114,1991,4,monaco,berger,1959-08-27,Austrian,mclaren,6,,Spun off,0.0,25
115,1991,4,monaco,piquet,1952-08-17,Brazilian,benetton,4,,Suspension,0.0,26
116,1991,4,monaco,bailey,1961-10-09,British,team_lotus,0,,Did not qualify,0.0,27
117,1991,4,monaco,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,28
118,1991,4,monaco,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,29
119,1991,4,monaco,brundle,1959-06-01,British,brabham,0,,Did not qualify,0.0,30
120,1991,5,villeneuve,piquet,1952-08-17,Brazilian,benetton,8,5931490.0,Finished,10.0,1
121,1991,5,villeneuve,modena,1963-05-12,Italian,tyrrell,9,5963322.0,Finished,6.0,2
122,1991,5,villeneuve,patrese,1954-04-17,Italian,williams,1,5973707.0,Finished,4.0,3
123,1991,5,villeneuve,cesaris,1959-05-31,Italian,jordan,11,6011700.0,Finished,3.0,4
124,1991,5,villeneuve,gachot,1962-12-23,Belgian,jordan,14,6013841.0,Finished,2.0,5
125,1991,5,villeneuve,mansell,1953-08-08,British,williams,2,,Electrical,1.0,6
126,1991,5,villeneuve,martini,1961-04-23,Italian,minardi,18,,+1 Lap,0.0,7
127,1991,5,villeneuve,comas,1963-09-28,French,ligier,26,,+1 Lap,0.0,8
128,1991,5,villeneuve,pirro,1962-01-12,Italian,dallara,10,,+1 Lap,0.0,9
129,1991,5,villeneuve,satoru_nakajima,1953-02-23,Japanese,tyrrell,12,,+2 Laps,0.0,10
130,1991,5,villeneuve,gugelmin,1963-04-20,Brazilian,leyton,23,,Engine,0.0,11
131,1991,5,villeneuve,lehto,1966-01-31,Finnish,dallara,17,,Engine,0.0,12
132,1991,5,villeneuve,johansson,1956-09-08,Swedish,footwork,25,,Throttle,0.0,13
133,1991,5,villeneuve,capelli,1963-05-24,Italian,leyton,13,,Engine,0.0,14
134,1991,5,villeneuve,alesi,1964-06-11,French,ferrari,7,,Engine,0.0,15
135,1991,5,villeneuve,bernard,1964-08-24,French,lola,19,,Gearbox,0.0,16
136,1991,5,villeneuve,prost,1955-02-24,French,ferrari,4,,Gearbox,0.0,17
137,1991,5,villeneuve,boutsen,1957-07-13,Belgian,ligier,16,,Engine,0.0,18
138,1991,5,villeneuve,senna,1960-03-21,Brazilian,mclaren,3,,Alternator,0.0,19
139,1991,5,villeneuve,hakkinen,1968-09-28,Finnish,team_lotus,24,,Spun off,0.0,20
140,1991,5,villeneuve,brundle,1959-06-01,British,brabham,20,,Engine,0.0,21
141,1991,5,villeneuve,morbidelli,1968-01-13,Italian,minardi,15,,Spun off,0.0,22
142,1991,5,villeneuve,moreno,1959-02-11,Brazilian,benetton,5,,Suspension,0.0,23
143,1991,5,villeneuve,berger,1959-08-27,Austrian,mclaren,6,,Injection,0.0,24
144,1991,5,villeneuve,suzuki,1960-09-08,Japanese,lola,22,,Fuel leak,0.0,25
145,1991,5,villeneuve,alboreto,1956-12-23,Italian,footwork,21,,Throttle,0.0,26
146,1991,5,villeneuve,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,27
147,1991,5,villeneuve,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,28
148,1991,5,villeneuve,blundell,1966-04-08,British,brabham,0,,Did not qualify,0.0,29
149,1991,5,villeneuve,herbert,1964-06-25,British,team_lotus,0,,Did not qualify,0.0,30
150,1991,6,rodriguez,patrese,1954-04-17,Italian,williams,1,5392205.0,Finished,10.0,1
151,1991,6,rodriguez,mansell,1953-08-08,British,williams,2,5393541.0,Finished,6.0,2
152,1991,6,rodriguez,senna,1960-03-21,Brazilian,mclaren,3,5449561.0,Finished,4.0,3
153,1991,6,rodriguez,cesaris,1959-05-31,Italian,jordan,11,,+1 Lap,3.0,4
154,1991,6,rodriguez,moreno,1959-02-11,Brazilian,benetton,9,,+1 Lap,2.0,5
155,1991,6,rodriguez,bernard,1964-08-24,French,lola,23,,+1 Lap,1.0,6
156,1991,6,rodriguez,morbidelli,1968-01-13,Italian,minardi,14,,+1 Lap,0.0,7
157,1991,6,rodriguez,boutsen,1957-07-13,Belgian,ligier,10,,+2 Laps,0.0,8
158,1991,6,rodriguez,hakkinen,1968-09-28,Finnish,team_lotus,24,,+2 Laps,0.0,9
159,1991,6,rodriguez,herbert,1964-06-25,British,team_lotus,25,,+2 Laps,0.0,10
160,1991,6,rodriguez,modena,1963-05-12,Italian,tyrrell,8,,+2 Laps,0.0,11
161,1991,6,rodriguez,satoru_nakajima,1953-02-23,Japanese,tyrrell,13,,+3 Laps,0.0,12
162,1991,6,rodriguez,blundell,1966-04-08,British,brabham,12,,Engine,0.0,13
163,1991,6,rodriguez,gachot,1962-12-23,Belgian,jordan,20,,Spun off,0.0,14
164,1991,6,rodriguez,suzuki,1960-09-08,Japanese,lola,19,,Gearbox,0.0,15
165,1991,6,rodriguez,piquet,1952-08-17,Brazilian,benetton,6,,Wheel bearing,0.0,16
166,1991,6,rodriguez,alesi,1964-06-11,French,ferrari,4,,Clutch,0.0,17
167,1991,6,rodriguez,lehto,1966-01-31,Finnish,dallara,16,,Engine,0.0,18
168,1991,6,rodriguez,alboreto,1956-12-23,Italian,footwork,26,,Engine,0.0,19
169,1991,6,rodriguez,brundle,1959-06-01,British,brabham,17,,Wheel,0.0,20
170,1991,6,rodriguez,capelli,1963-05-24,Italian,leyton,22,,Engine,0.0,21
171,1991,6,rodriguez,prost,1955-02-24,French,ferrari,7,,Alternator,0.0,22
172,1991,6,rodriguez,gugelmin,1963-04-20,Brazilian,leyton,18,,Engine,0.0,23
173,1991,6,rodriguez,grouillard,1958-09-02,French,fondmetal,21,,Engine,0.0,24
174,1991,6,rodriguez,berger,1959-08-27,Austrian,mclaren,5,,Engine,0.0,25
175,1991,6,rodriguez,martini,1961-04-23,Italian,minardi,15,,Spun off,0.0,26
176,1991,6,rodriguez,comas,1963-09-28,French,ligier,0,,Did not qualify,0.0,27
177,1991,6,rodriguez,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,28
178,1991,6,rodriguez,johansson,1956-09-08,Swedish,footwork,0,,Did not qualify,0.0,29
179,1991,6,rodriguez,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,30
180,1991,7,magny_cours,mansell,1953-08-08,British,williams,4,5880056.0,Finished,10.0,1
181,1991,7,magny_cours,prost,1955-02-24,French,ferrari,2,5885059.0,Finished,6.0,2
182,1991,7,magny_cours,senna,1960-03-21,Brazilian,mclaren,3,5914990.0,Finished,4.0,3
183,1991,7,magny_cours,alesi,1964-06-11,French,ferrari,6,5915976.0,Finished,3.0,4
184,1991,7,magny_cours,patrese,1954-04-17,Italian,williams,1,,+1 Lap,2.0,5
185,1991,7,magny_cours,cesaris,1959-05-31,Italian,jordan,13,,+1 Lap,1.0,6
186,1991,7,magny_cours,gugelmin,1963-04-20,Brazilian,leyton,9,,+2 Laps,0.0,7
187,1991,7,magny_cours,piquet,1952-08-17,Brazilian,benetton,7,,+2 Laps,0.0,8
188,1991,7,magny_cours,martini,1961-04-23,Italian,minardi,12,,+2 Laps,0.0,9
189,1991,7,magny_cours,herbert,1964-06-25,British,team_lotus,20,,+2 Laps,0.0,10
190,1991,7,magny_cours,comas,1963-09-28,French,ligier,14,,+2 Laps,0.0,11
191,1991,7,magny_cours,boutsen,1957-07-13,Belgian,ligier,16,,+3 Laps,0.0,12
192,1991,7,magny_cours,moreno,1959-02-11,Brazilian,benetton,8,,Physical,0.0,13
193,1991,7,magny_cours,modena,1963-05-12,Italian,tyrrell,11,,Gearbox,0.0,14
194,1991,7,magny_cours,grouillard,1958-09-02,French,fondmetal,21,,Oil leak,0.0,15
195,1991,7,magny_cours,bernard,1964-08-24,French,lola,23,,Transmission,0.0,16
196,1991,7,magny_cours,lehto,1966-01-31,Finnish,dallara,26,,Tyre,0.0,17
197,1991,7,magny_cours,blundell,1966-04-08,British,brabham,17,,Spun off,0.0,18
198,1991,7,magny_cours,suzuki,1960-09-08,Japanese,lola,22,,Transmission,0.0,19
199,1991,7,magny_cours,alboreto,1956-12-23,Italian,footwork,25,,Gearbox,0.0,20
200,1991,7,magny_cours,brundle,1959-06-01,British,brabham,24,,Gearbox,0.0,21
201,1991,7,magny_cours,satoru_nakajima,1953-02-23,Japanese,tyrrell,18,,Spun off,0.0,22
202,1991,7,magny_cours,morbidelli,1968-01-13,Italian,minardi,10,,Collision,0.0,23
203,1991,7,magny_cours,capelli,1963-05-24,Italian,leyton,15,,Spun off,0.0,24
204,1991,7,magny_cours,berger,1959-08-27,Austrian,mclaren,5,,Engine,0.0,25
205,1991,7,magny_cours,gachot,1962-12-23,Belgian,jordan,19,,Spun off,0.0,26
206,1991,7,magny_cours,hakkinen,1968-09-28,Finnish,team_lotus,0,,Did not qualify,0.0,27
207,1991,7,magny_cours,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,28
208,1991,7,magny_cours,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,29
209,1991,7,magny_cours,johansson,1956-09-08,Swedish,footwork,0,,Did not qualify,0.0,30
210,1991,8,silverstone,mansell,1953-08-08,British,williams,1,5255479.0,Finished,10.0,1
211,1991,8,silverstone,berger,1959-08-27,Austrian,mclaren,4,5297772.0,Finished,6.0,2
212,1991,8,silverstone,prost,1955-02-24,French,ferrari,5,5315629.0,Finished,4.0,3
213,1991,8,silverstone,senna,1960-03-21,Brazilian,mclaren,2,,Out of fuel,3.0,4
214,1991,8,silverstone,piquet,1952-08-17,Brazilian,benetton,8,,+1 Lap,2.0,5
215,1991,8,silverstone,gachot,1962-12-23,Belgian,jordan,17,,+1 Lap,1.0,6
216,1991,8,silverstone,modena,1963-05-12,Italian,tyrrell,10,,+1 Lap,0.0,7
217,1991,8,silverstone,satoru_nakajima,1953-02-23,Japanese,tyrrell,15,,+1 Lap,0.0,8
218,1991,8,silverstone,martini,1961-04-23,Italian,minardi,23,,+1 Lap,0.0,9
219,1991,8,silverstone,pirro,1962-01-12,Italian,dallara,18,,+2 Laps,0.0,10
220,1991,8,silverstone,morbidelli,1968-01-13,Italian,minardi,20,,+2 Laps,0.0,11
221,1991,8,silverstone,hakkinen,1968-09-28,Finnish,team_lotus,25,,+2 Laps,0.0,12
222,1991,8,silverstone,lehto,1966-01-31,Finnish,dallara,11,,+3 Laps,0.0,13
223,1991,8,silverstone,herbert,1964-06-25,British,team_lotus,24,,Oil pressure,0.0,14
224,1991,8,silverstone,blundell,1966-04-08,British,brabham,12,,Engine,0.0,15
225,1991,8,silverstone,cesaris,1959-05-31,Italian,jordan,13,,Spun off,0.0,16
226,1991,8,silverstone,alesi,1964-06-11,French,ferrari,6,,Collision,0.0,17
227,1991,8,silverstone,suzuki,1960-09-08,Japanese,lola,22,,Collision,0.0,18
228,1991,8,silverstone,boutsen,1957-07-13,Belgian,ligier,19,,Engine,0.0,19
229,1991,8,silverstone,brundle,1959-06-01,British,brabham,14,,Throttle,0.0,20
230,1991,8,silverstone,alboreto,1956-12-23,Italian,footwork,26,,Transmission,0.0,21
231,1991,8,silverstone,gugelmin,1963-04-20,Brazilian,leyton,9,,Chassis,0.0,22
232,1991,8,silverstone,moreno,1959-02-11,Brazilian,benetton,7,,Gearbox,0.0,23
233,1991,8,silverstone,bernard,1964-08-24,French,lola,21,,Transmission,0.0,24
234,1991,8,silverstone,capelli,1963-05-24,Italian,leyton,16,,Spun off,0.0,25
235,1991,8,silverstone,patrese,1954-04-17,Italian,williams,3,,Collision,0.0,26
236,1991,8,silverstone,comas,1963-09-28,French,ligier,0,,Did not qualify,0.0,27
237,1991,8,silverstone,johansson,1956-09-08,Swedish,footwork,0,,Did not qualify,0.0,28
238,1991,8,silverstone,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,29
239,1991,8,silverstone,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,30
240,1991,9,hockenheimring,mansell,1953-08-08,British,williams,1,4769661.0,Finished,10.0,1
241,1991,9,hockenheimring,patrese,1954-04-17,Italian,williams,4,4783440.0,Finished,6.0,2
242,1991,9,hockenheimring,alesi,1964-06-11,French,ferrari,6,4787279.0,Finished,4.0,3
243,1991,9,hockenheimring,berger,1959-08-27,Austrian,mclaren,3,4802312.0,Finished,3.0,4
244,1991,9,hockenheimring,cesaris,1959-05-31,Italian,jordan,7,4847198.0,Finished,2.0,5
245,1991,9,hockenheimring,gachot,1962-12-23,Belgian,jordan,11,4870266.0,Finished,1.0,6
246,1991,9,hockenheimring,senna,1960-03-21,Brazilian,mclaren,2,,Out of fuel,0.0,7
247,1991,9,hockenheimring,moreno,1959-02-11,Brazilian,benetton,9,,+1 Lap,0.0,8
248,1991,9,hockenheimring,boutsen,1957-07-13,Belgian,ligier,17,,+1 Lap,0.0,9
249,1991,9,hockenheimring,pirro,1962-01-12,Italian,dallara,18,,+1 Lap,0.0,10
250,1991,9,hockenheimring,brundle,1959-06-01,British,brabham,15,,+2 Laps,0.0,11
251,1991,9,hockenheimring,blundell,1966-04-08,British,brabham,21,,+2 Laps,0.0,12
252,1991,9,hockenheimring,modena,1963-05-12,Italian,tyrrell,14,,+4 Laps,0.0,13
253,1991,9,hockenheimring,prost,1955-02-24,French,ferrari,5,,Spun off,0.0,14
254,1991,9,hockenheimring,capelli,1963-05-24,Italian,leyton,12,,Engine,0.0,15
255,1991,9,hockenheimring,lehto,1966-01-31,Finnish,dallara,20,,Engine,0.0,16
256,1991,9,hockenheimring,piquet,1952-08-17,Brazilian,benetton,8,,Engine,0.0,17
257,1991,9,hockenheimring,satoru_nakajima,1953-02-23,Japanese,tyrrell,13,,Gearbox,0.0,18
258,1991,9,hockenheimring,comas,1963-09-28,French,ligier,26,,Engine,0.0,19
259,1991,9,hockenheimring,gugelmin,1963-04-20,Brazilian,leyton,16,,Gearbox,0.0,20
260,1991,9,hockenheimring,hakkinen,1968-09-28,Finnish,team_lotus,23,,Engine,0.0,21
261,1991,9,hockenheimring,suzuki,1960-09-08,Japanese,lola,22,,Engine,0.0,22
262,1991,9,hockenheimring,morbidelli,1968-01-13,Italian,minardi,19,,Differential,0.0,23
263,1991,9,hockenheimring,martini,1961-04-23,Italian,minardi,10,,Differential,0.0,24
264,1991,9,hockenheimring,bernard,1964-08-24,French,lola,25,,Transmission,0.0,25
265,1991,9,hockenheimring,larini,1964-03-19,Italian,lambo,24,,Spun off,0.0,26
266,1991,9,hockenheimring,alboreto,1956-12-23,Italian,footwork,0,,Did not qualify,0.0,27
267,1991,9,hockenheimring,bartels,1968-03-08,German,team_lotus,0,,Did not qualify,0.0,28
268,1991,9,hockenheimring,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,29
269,1991,9,hockenheimring,poele,1961-09-30,Belgian,lambo,0,,Did not qualify,0.0,30
270,1991,10,hungaroring,senna,1960-03-21,Brazilian,mclaren,1,6552796.0,Finished,10.0,1
271,1991,10,hungaroring,mansell,1953-08-08,British,williams,3,6557395.0,Finished,6.0,2
272,1991,10,hungaroring,patrese,1954-04-17,Italian,williams,2,6568390.0,Finished,4.0,3
273,1991,10,hungaroring,berger,1959-08-27,Austrian,mclaren,5,6574652.0,Finished,3.0,4
274,1991,10,hungaroring,alesi,1964-06-11,French,ferrari,6,6584185.0,Finished,2.0,5
275,1991,10,hungaroring,capelli,1963-05-24,Italian,leyton,9,,+1 Lap,1.0,6
276,1991,10,hungaroring,cesaris,1959-05-31,Italian,jordan,17,,+1 Lap,0.0,7
277,1991,10,hungaroring,moreno,1959-02-11,Brazilian,benetton,15,,+1 Lap,0.0,8
278,1991,10,hungaroring,gachot,1962-12-23,Belgian,jordan,16,,+1 Lap,0.0,9
279,1991,10,hungaroring,comas,1963-09-28,French,ligier,25,,+2 Laps,0.0,10
280,1991,10,hungaroring,gugelmin,1963-04-20,Brazilian,leyton,13,,+2 Laps,0.0,11
281,1991,10,hungaroring,modena,1963-05-12,Italian,tyrrell,8,,+2 Laps,0.0,12
282,1991,10,hungaroring,morbidelli,1968-01-13,Italian,minardi,23,,+2 Laps,0.0,13
283,1991,10,hungaroring,hakkinen,1968-09-28,Finnish,team_lotus,26,,+3 Laps,0.0,14
284,1991,10,hungaroring,satoru_nakajima,1953-02-23,Japanese,tyrrell,14,,+3 Laps,0.0,15
285,1991,10,hungaroring,larini,1964-03-19,Italian,lambo,24,,+3 Laps,0.0,16
286,1991,10,hungaroring,boutsen,1957-07-13,Belgian,ligier,19,,Engine,0.0,17
287,1991,10,hungaroring,martini,1961-04-23,Italian,minardi,18,,Engine,0.0,18
288,1991,10,hungaroring,blundell,1966-04-08,British,brabham,20,,Tyre,0.0,19
289,1991,10,hungaroring,brundle,1959-06-01,British,brabham,10,,Physical,0.0,20
290,1991,10,hungaroring,lehto,1966-01-31,Finnish,dallara,12,,Engine,0.0,21
291,1991,10,hungaroring,piquet,1952-08-17,Brazilian,benetton,11,,Gearbox,0.0,22
292,1991,10,hungaroring,bernard,1964-08-24,French,lola,21,,Engine,0.0,23
293,1991,10,hungaroring,suzuki,1960-09-08,Japanese,lola,22,,Engine,0.0,24
294,1991,10,hungaroring,pirro,1962-01-12,Italian,dallara,7,,Engine,0.0,25
295,1991,10,hungaroring,prost,1955-02-24,French,ferrari,4,,Engine,0.0,26
