,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
2296,1996,4,nurburgring,rosset,1968-07-27,Brazilian,footwork,20,,+2 Laps,0.0,11
2297,1996,4,nurburgring,lamy,1972-03-20,Portuguese,minardi,19,,+2 Laps,0.0,12
2298,1996,4,nurburgring,fisichella,1973-01-14,Italian,minardi,18,,+2 Laps,0.0,13
2299,1996,4,nurburgring,salo,1966-11-30,Finnish,tyrrell,14,,Disqualified,0.0,14
2300,1996,4,nurburgring,katayama,1963-05-29,Japanese,tyrrell,16,,Disqualified,0.0,15
2301,1996,4,nurburgring,frentzen,1967-05-18,German,sauber,10,,Brakes,0.0,16
2302,1996,4,nurburgring,verstappen,1972-03-04,Dutch,footwork,13,,Engine,0.0,17
2303,1996,4,nurburgring,panis,1966-09-02,French,ligier,15,,Collision,0.0,18
2304,1996,4,nurburgring,irvine,1965-11-10,British,ferrari,7,,Electrical,0.0,19
2305,1996,4,nurburgring,alesi,1964-06-11,French,benetton,4,,Collision,0.0,20
2306,1996,4,nurburgring,montermini,1964-05-30,Italian,forti,21,,107% Rule,0.0,21
2307,1996,4,nurburgring,badoer,1971-01-25,Italian,forti,22,,107% Rule,0.0,22
2308,1996,5,imola,damon_hill,1960-09-17,British,williams,2,5726156.0,Finished,10.0,1
2309,1996,5,imola,michael_schumacher,1969-01-03,German,ferrari,1,5742616.0,Finished,6.0,2
2310,1996,5,imola,berger,1959-08-27,Austrian,benetton,7,5773047.0,Finished,4.0,3
2311,1996,5,imola,irvine,1965-11-10,British,ferrari,6,5787739.0,Finished,3.0,4
2312,1996,5,imola,barrichello,1972-05-23,Brazilian,jordan,9,5804646.0,Finished,2.0,5
2313,1996,5,imola,alesi,1964-06-11,French,benetton,5,,+1 Lap,1.0,6
2314,1996,5,imola,diniz,1970-05-22,Brazilian,ligier,17,,+1 Lap,0.0,7
2315,1996,5,imola,hakkinen,1968-09-28,Finnish,mclaren,11,,Engine,0.0,8
2316,1996,5,imola,lamy,1972-03-20,Portuguese,minardi,18,,+2 Laps,0.0,9
2317,1996,5,imola,badoer,1971-01-25,Italian,forti,21,,+4 Laps,0.0,10
2318,1996,5,imola,villeneuve,1971-04-09,Canadian,williams,3,,Suspension,0.0,11
2319,1996,5,imola,panis,1966-09-02,French,ligier,13,,Engine,0.0,12
2320,1996,5,imola,katayama,1963-05-29,Japanese,tyrrell,16,,Spun off,0.0,13
2321,1996,5,imola,coulthard,1971-03-27,British,mclaren,4,,Hydraulics,0.0,14
2322,1996,5,imola,rosset,1968-07-27,Brazilian,footwork,20,,Engine,0.0,15
2323,1996,5,imola,verstappen,1972-03-04,Dutch,footwork,14,,Hydraulics,0.0,16
2324,1996,5,imola,brundle,1959-06-01,British,jordan,12,,Spun off,0.0,17
2325,1996,5,imola,frentzen,1967-05-18,German,sauber,10,,Brakes,0.0,18
2326,1996,5,imola,fisichella,1973-01-14,Italian,minardi,19,,Engine,0.0,19
2327,1996,5,imola,herbert,1964-06-25,British,sauber,15,,Electrical,0.0,20
2328,1996,5,imola,salo,1966-11-30,Finnish,tyrrell,8,,Engine,0.0,21
2329,1996,5,imola,montermini,1964-05-30,Italian,forti,22,,107% Rule,0.0,22
2330,1996,6,monaco,panis,1966-09-02,French,ligier,14,7245629.0,Finished,10.0,1
2331,1996,6,monaco,coulthard,1971-03-27,British,mclaren,5,7250457.0,Finished,6.0,2
2332,1996,6,monaco,herbert,1964-06-25,British,sauber,13,7283132.0,Finished,4.0,3
2333,1996,6,monaco,frentzen,1967-05-18,German,sauber,9,,Withdrew,3.0,4
2334,1996,6,monaco,salo,1966-11-30,Finnish,tyrrell,11,,Collision,2.0,5
2335,1996,6,monaco,hakkinen,1968-09-28,Finnish,mclaren,8,,Collision,1.0,6
2336,1996,6,monaco,irvine,1965-11-10,British,ferrari,7,,Collision,0.0,7
2337,1996,6,monaco,villeneuve,1971-04-09,Canadian,williams,10,,Collision,0.0,8
2338,1996,6,monaco,alesi,1964-06-11,French,benetton,3,,Suspension,0.0,9
2339,1996,6,monaco,badoer,1971-01-25,Italian,forti,21,,Collision,0.0,10
2340,1996,6,monaco,damon_hill,1960-09-17,British,williams,2,,Engine,0.0,11
2341,1996,6,monaco,brundle,1959-06-01,British,jordan,16,,Spun off,0.0,12
2342,1996,6,monaco,berger,1959-08-27,Austrian,benetton,4,,Gearbox,0.0,13
2343,1996,6,monaco,diniz,1970-05-22,Brazilian,ligier,17,,Transmission,0.0,14
2344,1996,6,monaco,rosset,1968-07-27,Brazilian,footwork,20,,Spun off,0.0,15
2345,1996,6,monaco,katayama,1963-05-29,Japanese,tyrrell,15,,Spun off,0.0,16
2346,1996,6,monaco,michael_schumacher,1969-01-03,German,ferrari,1,,Spun off,0.0,17
2347,1996,6,monaco,barrichello,1972-05-23,Brazilian,jordan,6,,Spun off,0.0,18
2348,1996,6,monaco,lamy,1972-03-20,Portuguese,minardi,19,,Collision,0.0,19
2349,1996,6,monaco,fisichella,1973-01-14,Italian,minardi,18,,Collision,0.0,20
2350,1996,6,monaco,verstappen,1972-03-04,Dutch,footwork,12,,Spun off,0.0,21
2351,1996,6,monaco,montermini,1964-05-30,Italian,forti,22,,Injury,0.0,22
2352,1996,7,catalunya,michael_schumacher,1969-01-03,German,ferrari,3,7189307.0,Finished,10.0,1
2353,1996,7,catalunya,alesi,1964-06-11,French,benetton,4,7234609.0,Finished,6.0,2
2354,1996,7,catalunya,villeneuve,1971-04-09,Canadian,williams,2,7237695.0,Finished,4.0,3
2355,1996,7,catalunya,frentzen,1967-05-18,German,sauber,11,,+1 Lap,3.0,4
2356,1996,7,catalunya,hakkinen,1968-09-28,Finnish,mclaren,10,,+1 Lap,2.0,5
2357,1996,7,catalunya,diniz,1970-05-22,Brazilian,ligier,17,,+2 Laps,1.0,6
2358,1996,7,catalunya,verstappen,1972-03-04,Dutch,footwork,13,,Spun off,0.0,7
2359,1996,7,catalunya,barrichello,1972-05-23,Brazilian,jordan,7,,Differential,0.0,8
2360,1996,7,catalunya,berger,1959-08-27,Austrian,benetton,5,,Spun off,0.0,9
2361,1996,7,catalunya,herbert,1964-06-25,British,sauber,9,,Spun off,0.0,10
2362,1996,7,catalunya,brundle,1959-06-01,British,jordan,15,,Differential,0.0,11
2363,1996,7,catalunya,salo,1966-11-30,Finnish,tyrrell,12,,Disqualified,0.0,12
2364,1996,7,catalunya,damon_hill,1960-09-17,British,williams,1,,Spun off,0.0,13
2365,1996,7,catalunya,katayama,1963-05-29,Japanese,tyrrell,16,,Electrical,0.0,14
2366,1996,7,catalunya,irvine,1965-11-10,British,ferrari,6,,Spun off,0.0,15
2367,1996,7,catalunya,panis,1966-09-02,French,ligier,8,,Collision,0.0,16
2368,1996,7,catalunya,fisichella,1973-01-14,Italian,minardi,19,,Collision,0.0,17
2369,1996,7,catalunya,coulthard,1971-03-27,British,mclaren,14,,Collision,0.0,18
2370,1996,7,catalunya,rosset,1968-07-27,Brazilian,footwork,20,,Collision,0.0,19
2371,1996,7,catalunya,lamy,1972-03-20,Portuguese,minardi,18,,Collision,0.0,20
2372,1996,7,catalunya,badoer,1971-01-25,Italian,forti,21,,107% Rule,0.0,21
2373,1996,7,catalunya,montermini,1964-05-30,Italian,forti,22,,107% Rule,0.0,22
2374,1996,8,villeneuve,damon_hill,1960-09-17,British,williams,1,5763400.0,Finished,10.0,1
2375,1996,8,villeneuve,villeneuve,1971-04-09,Canadian,williams,2,5767583.0,Finished,6.0,2
2376,1996,8,villeneuve,alesi,1964-06-11,French,benetton,4,5818056.0,Finished,4.0,3
2377,1996,8,villeneuve,coulthard,1971-03-27,British,mclaren,10,5827073.0,Finished,3.0,4
2378,1996,8,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,6,,+1 Lap,2.0,5
2379,1996,8,villeneuve,brundle,1959-06-01,British,jordan,9,,+1 Lap,1.0,6
2380,1996,8,villeneuve,herbert,1964-06-25,British,sauber,15,,+1 Lap,0.0,7
2381,1996,8,villeneuve,fisichella,1973-01-14,Italian,minardi,16,,+2 Laps,0.0,8
2382,1996,8,villeneuve,lamy,1972-03-20,Portuguese,minardi,19,,Collision,0.0,9
2383,1996,8,villeneuve,badoer,1971-01-25,Italian,forti,20,,Gearbox,0.0,10
2384,1996,8,villeneuve,berger,1959-08-27,Austrian,benetton,7,,Spun off,0.0,11
2385,1996,8,villeneuve,michael_schumacher,1969-01-03,German,ferrari,3,,Halfshaft,0.0,12
2386,1996,8,villeneuve,panis,1966-09-02,French,ligier,11,,Engine,0.0,13
2387,1996,8,villeneuve,salo,1966-11-30,Finnish,tyrrell,14,,Engine,0.0,14
2388,1996,8,villeneuve,diniz,1970-05-22,Brazilian,ligier,18,,Engine,0.0,15
2389,1996,8,villeneuve,barrichello,1972-05-23,Brazilian,jordan,8,,Clutch,0.0,16
2390,1996,8,villeneuve,montermini,1964-05-30,Italian,forti,22,,Electrical,0.0,17
2391,1996,8,villeneuve,frentzen,1967-05-18,German,sauber,12,,Gearbox,0.0,18
2392,1996,8,villeneuve,verstappen,1972-03-04,Dutch,footwork,13,,Engine,0.0,19
2393,1996,8,villeneuve,rosset,1968-07-27,Brazilian,footwork,21,,Collision,0.0,20
2394,1996,8,villeneuve,katayama,1963-05-29,Japanese,tyrrell,17,,Collision,0.0,21
2395,1996,8,villeneuve,irvine,1965-11-10,British,ferrari,5,,Suspension,0.0,22
2396,1996,9,magny_cours,damon_hill,1960-09-17,British,williams,2,5789200.0,Finished,10.0,1
2397,1996,9,magny_cours,villeneuve,1971-04-09,Canadian,williams,6,5797327.0,Finished,6.0,2
2398,1996,9,magny_cours,alesi,1964-06-11,French,benetton,3,5835642.0,Finished,4.0,3
2399,1996,9,magny_cours,berger,1959-08-27,Austrian,benetton,4,5836059.0,Finished,3.0,4
2400,1996,9,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,5,5851974.0,Finished,2.0,5
2401,1996,9,magny_cours,coulthard,1971-03-27,British,mclaren,7,,+1 Lap,1.0,6
2402,1996,9,magny_cours,panis,1966-09-02,French,ligier,9,,+1 Lap,0.0,7
2403,1996,9,magny_cours,brundle,1959-06-01,British,jordan,8,,+1 Lap,0.0,8
2404,1996,9,magny_cours,barrichello,1972-05-23,Brazilian,jordan,10,,+1 Lap,0.0,9
2405,1996,9,magny_cours,salo,1966-11-30,Finnish,tyrrell,13,,+2 Laps,0.0,10
2406,1996,9,magny_cours,rosset,1968-07-27,Brazilian,footwork,19,,+3 Laps,0.0,11
2407,1996,9,magny_cours,lamy,1972-03-20,Portuguese,minardi,18,,+3 Laps,0.0,12
2408,1996,9,magny_cours,herbert,1964-06-25,British,sauber,16,,Disqualified,0.0,13
2409,1996,9,magny_cours,frentzen,1967-05-18,German,sauber,12,,Throttle,0.0,14
2410,1996,9,magny_cours,katayama,1963-05-29,Japanese,tyrrell,14,,Engine,0.0,15
2411,1996,9,magny_cours,badoer,1971-01-25,Italian,forti,20,,Fuel system,0.0,16
2412,1996,9,magny_cours,diniz,1970-05-22,Brazilian,ligier,11,,Engine,0.0,17
2413,1996,9,magny_cours,verstappen,1972-03-04,Dutch,footwork,15,,Steering,0.0,18
2414,1996,9,magny_cours,irvine,1965-11-10,British,ferrari,22,,Gearbox,0.0,19
2415,1996,9,magny_cours,fisichella,1973-01-14,Italian,minardi,17,,Fuel pump,0.0,20
2416,1996,9,magny_cours,montermini,1964-05-30,Italian,forti,21,,Electrical,0.0,21
2417,1996,9,magny_cours,michael_schumacher,1969-01-03,German,ferrari,1,,Engine,0.0,22
2418,1996,10,silverstone,villeneuve,1971-04-09,Canadian,williams,2,5580874.0,Finished,10.0,1
2419,1996,10,silverstone,berger,1959-08-27,Austrian,benetton,7,5599900.0,Finished,6.0,2
2420,1996,10,silverstone,hakkinen,1968-09-28,Finnish,mclaren,4,5631704.0,Finished,4.0,3
2421,1996,10,silverstone,barrichello,1972-05-23,Brazilian,jordan,6,5647590.0,Finished,3.0,4
2422,1996,10,silverstone,coulthard,1971-03-27,British,mclaren,9,5663381.0,Finished,2.0,5
2423,1996,10,silverstone,brundle,1959-06-01,British,jordan,8,,+1 Lap,1.0,6
2424,1996,10,silverstone,salo,1966-11-30,Finnish,tyrrell,14,,+1 Lap,0.0,7
2425,1996,10,silverstone,frentzen,1967-05-18,German,sauber,11,,+1 Lap,0.0,8
2426,1996,10,silverstone,herbert,1964-06-25,British,sauber,13,,+1 Lap,0.0,9
2427,1996,10,silverstone,verstappen,1972-03-04,Dutch,footwork,15,,+1 Lap,0.0,10
2428,1996,10,silverstone,fisichella,1973-01-14,Italian,minardi,18,,+2 Laps,0.0,11
2429,1996,10,silverstone,alesi,1964-06-11,French,benetton,5,,Brakes,0.0,12
2430,1996,10,silverstone,panis,1966-09-02,French,ligier,16,,Handling,0.0,13
2431,1996,10,silverstone,diniz,1970-05-22,Brazilian,ligier,17,,Engine,0.0,14
2432,1996,10,silverstone,damon_hill,1960-09-17,British,williams,1,,Wheel,0.0,15
2433,1996,10,silverstone,lamy,1972-03-20,Portuguese,minardi,19,,Gearbox,0.0,16
2434,1996,10,silverstone,rosset,1968-07-27,Brazilian,footwork,20,,Electrical,0.0,17
2435,1996,10,silverstone,katayama,1963-05-29,Japanese,tyrrell,12,,Engine,0.0,18
2436,1996,10,silverstone,irvine,1965-11-10,British,ferrari,10,,Differential,0.0,19
2437,1996,10,silverstone,michael_schumacher,1969-01-03,German,ferrari,3,,Hydraulics,0.0,20
2438,1996,10,silverstone,montermini,1964-05-30,Italian,forti,21,,Did not qualify,0.0,21
2439,1996,10,silverstone,badoer,1971-01-25,Italian,forti,22,,Did not qualify,0.0,22
2440,1996,11,hockenheimring,damon_hill,1960-09-17,British,williams,1,4903417.0,Finished,10.0,1
2441,1996,11,hockenheimring,alesi,1964-06-11,French,benetton,5,4914869.0,Finished,6.0,2
2442,1996,11,hockenheimring,villeneuve,1971-04-09,Canadian,williams,6,4937343.0,Finished,4.0,3
2443,1996,11,hockenheimring,michael_schumacher,1969-01-03,German,ferrari,3,4944934.0,Finished,3.0,4
2444,1996,11,hockenheimring,coulthard,1971-03-27,British,mclaren,7,4945613.0,Finished,2.0,5
2445,1996,11,hockenheimring,barrichello,1972-05-23,Brazilian,jordan,9,5005516.0,Finished,1.0,6
2446,1996,11,hockenheimring,panis,1966-09-02,French,ligier,12,5007329.0,Finished,0.0,7
2447,1996,11,hockenheimring,frentzen,1967-05-18,German,sauber,13,,+1 Lap,0.0,8
2448,1996,11,hockenheimring,salo,1966-11-30,Finnish,tyrrell,15,,+1 Lap,0.0,9
2449,1996,11,hockenheimring,brundle,1959-06-01,British,jordan,10,,+1 Lap,0.0,10
2450,1996,11,hockenheimring,rosset,1968-07-27,Brazilian,footwork,19,,+1 Lap,0.0,11
2451,1996,11,hockenheimring,lamy,1972-03-20,Portuguese,minardi,18,,+2 Laps,0.0,12
2452,1996,11,hockenheimring,berger,1959-08-27,Austrian,benetton,2,,Engine,0.0,13
2453,1996,11,hockenheimring,irvine,1965-11-10,British,ferrari,8,,Engine,0.0,14
2454,1996,11,hockenheimring,herbert,1964-06-25,British,sauber,14,,Vibrations,0.0,15
2455,1996,11,hockenheimring,diniz,1970-05-22,Brazilian,ligier,11,,Engine,0.0,16
2456,1996,11,hockenheimring,katayama,1963-05-29,Japanese,tyrrell,16,,Spun off,0.0,17
2457,1996,11,hockenheimring,hakkinen,1968-09-28,Finnish,mclaren,4,,Gearbox,0.0,18
2458,1996,11,hockenheimring,verstappen,1972-03-04,Dutch,footwork,17,,Collision,0.0,19
2459,1996,11,hockenheimring,lavaggi,1958-02-18,Italian,minardi,0,,Did not qualify,0.0,20
2460,1996,12,hungaroring,villeneuve,1971-04-09,Canadian,williams,3,6381134.0,Finished,10.0,1
2461,1996,12,hungaroring,damon_hill,1960-09-17,British,williams,2,6381905.0,Finished,6.0,2
2462,1996,12,hungaroring,alesi,1964-06-11,French,benetton,5,6465346.0,Finished,4.0,3
2463,1996,12,hungaroring,hakkinen,1968-09-28,Finnish,mclaren,7,,+1 Lap,3.0,4
2464,1996,12,hungaroring,panis,1966-09-02,French,ligier,11,,+1 Lap,2.0,5
2465,1996,12,hungaroring,barrichello,1972-05-23,Brazilian,jordan,13,,+2 Laps,1.0,6
2466,1996,12,hungaroring,katayama,1963-05-29,Japanese,tyrrell,14,,+3 Laps,0.0,7
2467,1996,12,hungaroring,rosset,1968-07-27,Brazilian,footwork,18,,+3 Laps,0.0,8
2468,1996,12,hungaroring,michael_schumacher,1969-01-03,German,ferrari,1,,Throttle,0.0,9
2469,1996,12,hungaroring,lavaggi,1958-02-18,Italian,minardi,20,,Spun off,0.0,10
2470,1996,12,hungaroring,berger,1959-08-27,Austrian,benetton,6,,Engine,0.0,11
2471,1996,12,hungaroring,frentzen,1967-05-18,German,sauber,10,,Electrical,0.0,12
2472,1996,12,hungaroring,herbert,1964-06-25,British,sauber,8,,Engine,0.0,13
2473,1996,12,hungaroring,irvine,1965-11-10,British,ferrari,4,,Gearbox,0.0,14
2474,1996,12,hungaroring,lamy,1972-03-20,Portuguese,minardi,19,,Suspension,0.0,15
2475,1996,12,hungaroring,coulthard,1971-03-27,British,mclaren,9,,Engine,0.0,16
2476,1996,12,hungaroring,verstappen,1972-03-04,Dutch,footwork,17,,Spun off,0.0,17
2477,1996,12,hungaroring,brundle,1959-06-01,British,jordan,12,,Spun off,0.0,18
2478,1996,12,hungaroring,diniz,1970-05-22,Brazilian,ligier,15,,Collision,0.0,19
2479,1996,12,hungaroring,salo,1966-11-30,Finnish,tyrrell,16,,Collision,0.0,20
2480,1996,13,spa,michael_schumacher,1969-01-03,German,ferrari,3,5295125.0,Finished,10.0,1
2481,1996,13,spa,villeneuve,1971-04-09,Canadian,williams,1,5300727.0,Finished,6.0,2
2482,1996,13,spa,hakkinen,1968-09-28,Finnish,mclaren,6,5310835.0,Finished,4.0,3
2483,1996,13,spa,alesi,1964-06-11,French,benetton,7,5314250.0,Finished,3.0,4
2484,1996,13,spa,damon_hill,1960-09-17,British,williams,2,5324304.0,Finished,2.0,5
2485,1996,13,spa,berger,1959-08-27,Austrian,benetton,5,5325021.0,Finished,1.0,6
2486,1996,13,spa,salo,1966-11-30,Finnish,tyrrell,13,5355879.0,Finished,0.0,7
2487,1996,13,spa,katayama,1963-05-29,Japanese,tyrrell,17,5395352.0,Finished,0.0,8
2488,1996,13,spa,rosset,1968-07-27,Brazilian,footwork,18,,+1 Lap,0.0,9
2489,1996,13,spa,lamy,1972-03-20,Portuguese,minardi,19,,+1 Lap,0.0,10
2490,1996,13,spa,coulthard,1971-03-27,British,mclaren,4,,Spun off,0.0,11
2491,1996,13,spa,brundle,1959-06-01,British,jordan,8,,Engine,0.0,12
2492,1996,13,spa,irvine,1965-11-10,British,ferrari,9,,Gearbox,0.0,13
2493,1996,13,spa,barrichello,1972-05-23,Brazilian,jordan,10,,Suspension,0.0,14
2494,1996,13,spa,diniz,1970-05-22,Brazilian,ligier,15,,Electrical,0.0,15
2495,1996,13,spa,verstappen,1972-03-04,Dutch,footwork,16,,Accident,0.0,16
2496,1996,13,spa,frentzen,1967-05-18,German,sauber,11,,Collision,0.0,17
2497,1996,13,spa,herbert,1964-06-25,British,sauber,12,,Collision,0.0,18
2498,1996,13,spa,panis,1966-09-02,French,ligier,14,,Collision,0.0,19
2499,1996,13,spa,lavaggi,1958-02-18,Italian,minardi,0,,Did not qualify,0.0,20
2500,1996,14,monza,michael_schumacher,1969-01-03,German,ferrari,3,4663632.0,Finished,10.0,1
2501,1996,14,monza,alesi,1964-06-11,French,benetton,6,4681897.0,Finished,6.0,2
2502,1996,14,monza,hakkinen,1968-09-28,Finnish,mclaren,4,4730267.0,Finished,4.0,3
2503,1996,14,monza,brundle,1959-06-01,British,jordan,9,4748849.0,Finished,3.0,4
2504,1996,14,monza,barrichello,1972-05-23,Brazilian,jordan,10,4749107.0,Finished,2.0,5
2505,1996,14,monza,diniz,1970-05-22,Brazilian,ligier,14,,+1 Lap,1.0,6
2506,1996,14,monza,villeneuve,1971-04-09,Canadian,williams,2,,+1 Lap,0.0,7
2507,1996,14,monza,verstappen,1972-03-04,Dutch,footwork,15,,+1 Lap,0.0,8
2508,1996,14,monza,herbert,1964-06-25,British,sauber,12,,Engine,0.0,9
2509,1996,14,monza,katayama,1963-05-29,Japanese,tyrrell,16,,+2 Laps,0.0,10
2510,1996,14,monza,rosset,1968-07-27,Brazilian,footwork,19,,Spun off,0.0,11
2511,1996,14,monza,irvine,1965-11-10,British,ferrari,7,,Spun off,0.0,12
2512,1996,14,monza,lamy,1972-03-20,Portuguese,minardi,18,,Engine,0.0,13
2513,1996,14,monza,salo,1966-11-30,Finnish,tyrrell,17,,Engine,0.0,14
2514,1996,14,monza,frentzen,1967-05-18,German,sauber,13,,Spun off,0.0,15
2515,1996,14,monza,damon_hill,1960-09-17,British,williams,1,,Spun off,0.0,16
2516,1996,14,monza,lavaggi,1958-02-18,Italian,minardi,20,,Engine,0.0,17
2517,1996,14,monza,berger,1959-08-27,Austrian,benetton,8,,Hydraulics,0.0,18
2518,1996,14,monza,panis,1966-09-02,French,ligier,11,,Spun off,0.0,19
2519,1996,14,monza,coulthard,1971-03-27,British,mclaren,5,,Spun off,0.0,20
2520,1996,15,estoril,villeneuve,1971-04-09,Canadian,williams,2,6022915.0,Finished,10.0,1
2521,1996,15,estoril,damon_hill,1960-09-17,British,williams,1,6042881.0,Finished,6.0,2
2522,1996,15,estoril,michael_schumacher,1969-01-03,German,ferrari,4,6076680.0,Finished,4.0,3
2523,1996,15,estoril,alesi,1964-06-11,French,benetton,3,6078024.0,Finished,3.0,4
2524,1996,15,estoril,irvine,1965-11-10,British,ferrari,6,6110304.0,Finished,2.0,5
2525,1996,15,estoril,berger,1959-08-27,Austrian,benetton,5,6116056.0,Finished,1.0,6
2526,1996,15,estoril,frentzen,1967-05-18,German,sauber,11,,+1 Lap,0.0,7
2527,1996,15,estoril,herbert,1964-06-25,British,sauber,12,,+1 Lap,0.0,8
2528,1996,15,estoril,brundle,1959-06-01,British,jordan,10,,+1 Lap,0.0,9
2529,1996,15,estoril,panis,1966-09-02,French,ligier,15,,+1 Lap,0.0,10
2530,1996,15,estoril,salo,1966-11-30,Finnish,tyrrell,13,,+1 Lap,0.0,11
2531,1996,15,estoril,katayama,1963-05-29,Japanese,tyrrell,14,,+2 Laps,0.0,12
2532,1996,15,estoril,coulthard,1971-03-27,British,mclaren,8,,+2 Laps,0.0,13
2533,1996,15,estoril,rosset,1968-07-27,Brazilian,footwork,17,,+3 Laps,0.0,14
2534,1996,15,estoril,lavaggi,1958-02-18,Italian,minardi,20,,+5 Laps,0.0,15
2535,1996,15,estoril,lamy,1972-03-20,Portuguese,minardi,19,,+5 Laps,0.0,16
2536,1996,15,estoril,hakkinen,1968-09-28,Finnish,mclaren,7,,Collision,0.0,17
2537,1996,15,estoril,verstappen,1972-03-04,Dutch,footwork,16,,Engine,0.0,18
2538,1996,15,estoril,diniz,1970-05-22,Brazilian,ligier,18,,Collision,0.0,19
2539,1996,15,estoril,barrichello,1972-05-23,Brazilian,jordan,9,,Spun off,0.0,20
2540,1996,16,suzuka,damon_hill,1960-09-17,British,williams,2,5553791.0,Finished,10.0,1
2541,1996,16,suzuka,michael_schumacher,1969-01-03,German,ferrari,3,5555674.0,Finished,6.0,2
2542,1996,16,suzuka,hakkinen,1968-09-28,Finnish,mclaren,5,5557003.0,Finished,4.0,3
2543,1996,16,suzuka,berger,1959-08-27,Austrian,benetton,4,5580317.0,Finished,3.0,4
2544,1996,16,suzuka,brundle,1959-06-01,British,jordan,10,5620911.0,Finished,2.0,5
2545,1996,16,suzuka,frentzen,1967-05-18,German,sauber,7,5634977.0,Finished,1.0,6
2546,1996,16,suzuka,panis,1966-09-02,French,ligier,12,5638301.0,Finished,0.0,7
2547,1996,16,suzuka,coulthard,1971-03-27,British,mclaren,8,5639024.0,Finished,0.0,8
2548,1996,16,suzuka,barrichello,1972-05-23,Brazilian,jordan,11,5654856.0,Finished,0.0,9
2549,1996,16,suzuka,herbert,1964-06-25,British,sauber,13,5655590.0,Finished,0.0,10
2550,1996,16,suzuka,verstappen,1972-03-04,Dutch,footwork,17,,+1 Lap,0.0,11
2551,1996,16,suzuka,lamy,1972-03-20,Portuguese,minardi,18,,+2 Laps,0.0,12
2552,1996,16,suzuka,rosset,1968-07-27,Brazilian,footwork,19,,+2 Laps,0.0,13
2553,1996,16,suzuka,irvine,1965-11-10,British,ferrari,6,,Collision,0.0,14
2554,1996,16,suzuka,katayama,1963-05-29,Japanese,tyrrell,14,,Engine,0.0,15
2555,1996,16,suzuka,villeneuve,1971-04-09,Canadian,williams,1,,Wheel,0.0,16
2556,1996,16,suzuka,salo,1966-11-30,Finnish,tyrrell,15,,Engine,0.0,17
2557,1996,16,suzuka,diniz,1970-05-22,Brazilian,ligier,16,,Spun off,0.0,18
2558,1996,16,suzuka,alesi,1964-06-11,French,benetton,9,,Spun off,0.0,19
2559,1996,16,suzuka,lavaggi,1958-02-18,Italian,minardi,20,,Did not qualify,0.0,20
2560,1997,1,albert_park,coulthard,1971-03-27,British,mclaren,4,5428718.0,Finished,10.0,1
2561,1997,1,albert_park,michael_schumacher,1969-01-03,German,ferrari,3,5448764.0,Finished,6.0,2
2562,1997,1,albert_park,hakkinen,1968-09-28,Finnish,mclaren,6,5450895.0,Finished,4.0,3
2563,1997,1,albert_park,berger,1959-08-27,Austrian,benetton,10,5451559.0,Finished,3.0,4
2564,1997,1,albert_park,panis,1966-09-02,French,prost,9,5489026.0,Finished,2.0,5
2565,1997,1,albert_park,larini,1964-03-19,Italian,sauber,13,5524758.0,Finished,1.0,6
2566,1997,1,albert_park,nakano,1971-04-01,Japanese,prost,16,,+2 Laps,0.0,7
2567,1997,1,albert_park,frentzen,1967-05-18,German,williams,2,,Brakes,0.0,8
2568,1997,1,albert_park,trulli,1974-07-13,Italian,minardi,17,,+3 Laps,0.0,9
2569,1997,1,albert_park,diniz,1970-05-22,Brazilian,arrows,22,,+4 Laps,0.0,10
2570,1997,1,albert_park,barrichello,1972-05-23,Brazilian,stewart,11,,Engine,0.0,11
2571,1997,1,albert_park,salo,1966-11-30,Finnish,tyrrell,18,,Engine,0.0,12
2572,1997,1,albert_park,magnussen,1973-07-04,Danish,stewart,19,,Suspension,0.0,13
2573,1997,1,albert_park,alesi,1964-06-11,French,benetton,8,,Fuel,0.0,14
2574,1997,1,albert_park,katayama,1963-05-29,Japanese,minardi,15,,Electrical,0.0,15
2575,1997,1,albert_park,fisichella,1973-01-14,Italian,jordan,14,,Spun off,0.0,16
2576,1997,1,albert_park,verstappen,1972-03-04,Dutch,tyrrell,21,,Spun off,0.0,17
2577,1997,1,albert_park,ralf_schumacher,1975-06-30,German,jordan,12,,Gearbox,0.0,18
2578,1997,1,albert_park,villeneuve,1971-04-09,Canadian,williams,1,,Collision,0.0,19
2579,1997,1,albert_park,irvine,1965-11-10,British,ferrari,5,,Collision,0.0,20
2580,1997,1,albert_park,herbert,1964-06-25,British,sauber,7,,Collision,0.0,21
2581,1997,1,albert_park,damon_hill,1960-09-17,British,arrows,20,,Throttle,0.0,22
2582,1997,1,albert_park,sospiri,1966-10-07,Italian,lola,23,,Did not qualify,0.0,23
2583,1997,1,albert_park,rosset,1968-07-27,Brazilian,lola,24,,Did not qualify,0.0,24
2584,1997,2,interlagos,villeneuve,1971-04-09,Canadian,williams,1,5766990.0,Finished,10.0,1
2585,1997,2,interlagos,berger,1959-08-27,Austrian,benetton,3,5771180.0,Finished,6.0,2
2586,1997,2,interlagos,panis,1966-09-02,French,prost,5,5782860.0,Finished,4.0,3
2587,1997,2,interlagos,hakkinen,1968-09-28,Finnish,mclaren,4,5800023.0,Finished,3.0,4
